RIS-QI01_TT;IPU-FB18;SAN3-FB01;ANL1-QI02;ANL1-QI01;SAN3-ML01;POL_FT04;IPU_LT01;SED5-QI11;SED5-QI01
8,547204193;2677,658277;472,1035046;326,2679151;8,140857116;31,89999962;2,819969394;2,281936616;23,59884;9,679039508
8,549126709;2677,820236;467,7185258;323,8767957;8,130702136;31,89999962;2,837168849;2,283058562;23,82533531;9,648221772
8,547388618;2670,280257;466,3516298;322,4021503;8,121137615;31,89999962;2,841830061;2,285456424;23,88342;10,15874402
8,550042168;2687,531289;465,2548085;327,4180836;8,110805608;31,89999962;2,751384407;2,280981631;23,88342;10,65991687
8,547905396;2655,762359;468,4893315;333,7823697;8,097060736;31,89999962;2,715812845;2,2758226;23,88342;10,94609083
8,546151161;2658,104821;472,2855312;332,3262329;8,090684891;31,89999962;2,864363925;2,261098332;23,88066709;10,28238051
8,5475569;2645,501043;476,4597103;332,3262329;8,090684891;31,89999962;2,799605365;2,247392862;23,88066709;10,29145975
8,547341942;2633,847329;481,068542;332,3262329;8,090684891;31,89999962;2,812940909;2,235505744;23,88342;10,28317066
8,547072586;2591,122848;481,3264867;332,3262329;8,090684891;31,89999962;2,923402716;2,228346705;23,88342;10,55999286
8,545448906;2575,134681;480,5278962;332,3262329;8,090684891;31,89999962;2,964976566;2,222318643;23,88342;10,37574869
8,551430885;2565,264415;481,4667785;332,3262329;8,090684891;31,89999962;2,888672757;2,213171163;23,88342;10,33188824
8,549415192;2574,997919;479,0404198;332,3262329;8,090684891;31,89999962;2,940683908;2,204688861;24,2794881;10,65687588
8,548253365;2556,215976;473,0197748;332,3262329;8,090684891;31,89999962;2,801833971;2,20888574;24,4205379;10,58278378
8,55000795;2568,614228;461,8000926;332,3262329;8,090684891;31,89999962;2,804692862;2,21885956;24,4205379;10,32137663
8,550627907;2569,531911;448,7513616;332,3262329;8,090684891;31,89999962;2,709785633;2,233036244;24,4205379;10,52990695
8,545099358;2566,501912;432,4811728;332,3262329;8,090684891;31,89999962;2,627564115;2,242726481;24,4205379;10,80828408
8,544747353;2561,097058;420,5233455;299,5915239;7,986781836;31,89999962;2,605369213;2,24744089;24,4205379;10,63480086
8,546166252;2573,393798;417,3082822;296,6479049;8,035669478;31,89999962;2,545336465;2,251502345;24,4205379;10,43881201
8,544747353;2554,498667;420,1901284;291,9455879;8,064284639;31,89999962;2,52455959;2,254301677;24,4205379;10,28488266
8,544747353;2572,118931;431,6930377;292,3244786;8,086987288;31,89999962;2,609215607;2,254106423;24,4205379;10,67283617
8,544747353;2551,562117;446,9739279;288,5292218;8,10192963;31,89999962;2,755463517;2,247848209;24,4205379;10,75888735
8,545447151;2540,426158;464,5752871;284,0672424;8,111765177;31,89999962;2,778775431;2,236646991;24,45297797;10,13507565
8,545449081;2535,16574;480,8119271;276,2229399;8,115825837;31,89999962;2,85560365;2,227467949;24,4586868;10,41140416
8,545453293;2519,567227;497,1700739;277,8802742;8,120138944;31,89999962;2,90528722;2,228777631;24,4586868;10,60781458
8,545447327;2520,48934;507,52287;277,9071503;8,123051993;31,89999962;2,988003854;2,226323538;24,4586868;10,15621731
8,544747353;2498,490183;510,5056823;279,4644623;8,129301456;31,89999962;3,076568049;2,236999794;24,45605595;10,34178769
8,544747353;2534,675343;510,2075654;278,432755;8,135596425;31,89999962;3,053720415;2,243758011;24,4586868;10,26320106
8,544747353;2340,073798;497,4692901;281,9980235;8,138701829;31,89999962;3,061103918;2,272191702;24,4586868;10,40304699
8,545797226;2499,683216;487,9879447;281,6700431;8,138786908;31,89999962;2,965534156;2,29684049;24,4586868;10,25381678
8,546153618;2523,021624;468,2515484;282,5104815;8,14029177;31,89999962;2,742857725;2,289683399;24,4586868;10,27324106
8,545450134;2528,280499;448,971959;283,1425936;8,137991751;31,89999962;2,725381177;2,291959846;24,4586868;10,31974376
8,546150986;2532,892911;431,2374974;280,8108888;8,132116437;31,89999962;2,654307953;2,291966728;24,42927696;10,45736453
8,545097076;2531,292149;416,5720778;279,3194973;8,119879809;31,89999962;2,577177015;2,295194666;24,4205379;10,02767778
8,545097603;2531,173498;411,1032511;274,4561184;8,104094555;31,89999962;2,483169049;2,296767738;24,4205379;10,5204745
8,545098129;2530,781769;409,4343939;270,4997132;8,090027088;31,89999962;2,498829392;2,303064043;24,4205379;10,35562161
8,544747353;2527,505405;411,5395128;273,6551243;8,076674982;31,89999962;2,535797758;2,309485533;24,4205379;10,6056356
8,544747353;2545,907411;416,8289829;275,1380539;8,064468581;31,89999962;2,507933504;2,318160754;24,4205379;10,34385447
8,544747353;2542,340745;424,9036744;280,6797621;8,058993095;31,89999962;2,538935044;2,327143549;24,4205379;10,37300967
8,545447502;2548,283504;436,3495434;288,1151674;8,053467166;31,89999962;2,612162369;2,342487826;24,4205379;10,45177084
8,545464172;2548,145863;448,1709968;294,7444719;8,049578922;31,89999962;2,641144711;2,345783038;24,4205379;10,28984489
8,54509848;2551,371335;458,1591897;297,9644145;8,041463644;31,89999962;2,744923707;2,348541452;24,4205379;10,09313334
8,545800385;2549,101205;465,6183607;302,290733;8,041030437;31,89999962;2,837114469;2,346921721;24,40926396;10,02113343
8,545098129;2547,05048;468,1763363;301,7565994;8,069249078;31,89999962;2,831052811;2,341177941;24,40299;10,23675132
8,545451012;2546,299257;462,9269806;300,6516497;8,112995975;31,89999962;2,757730927;2,336034446;24,40299;10,46923937
8,54553524;2536,674053;447,9247614;299,1182692;8,149883509;31,89999962;2,755113486;2,330187585;24,40299;10,20449168
8,545363449;2530,631443;426,6118523;300,0834134;8,18513874;31,89999962;2,592426504;2,332870039;24,40299;10,41363524
8,544747353;2532,061931;401,2744334;300,7170599;8,213702132;31,89999962;2,48512489;2,338551962;24,40299;10,05250598
8,54510006;2529,881314;394,898849;295,2145551;8,243801781;31,89999962;2,346184175;2,339512247;24,40299;9,954512349
8,551126434;2529,901654;396,2870388;294,3731282;8,266289964;31,89999962;2,394639421;2,331122334;24,40299;10,10950191
8,546853241;2519,896508;395,1768551;296,5447046;8,281506966;31,89999962;2,328251251;2,320479119;24,40299;9,998284834
8,547143829;2494,267522;394,8123667;295,9019381;8,291156705;31,89999962;2,364429449;2,311489728;24,40299;10,01828796
8,560561043;2482,121428;400,2408863;297,2490514;8,28698754;31,89999962;2,360337472;2,311437738;24,10496782;10,44767947
8,565959549;2478,011663;411,5725625;292,7014351;8,271578123;31,89999962;2,417505163;2,304916744;24,019989;10,52785773
8,566340256;2471,70157;428,8250755;293,5509491;8,252796234;31,89999962;2,530495577;2,300252026;24,019989;10,2831814
8,566338921;2465,828514;447,5315111;292,6198297;8,238337452;31,89999962;2,684543504;2,296930989;24,019989;10,30256646
8,566720009;2451,231262;467,6838439;294,1330247;8,222990714;31,89999962;2,762041414;2,304315804;24,019989;10,3238694
8,566720009;2453,555075;480,2232101;296,159266;8,212409471;31,89999962;2,879203003;2,311182929;24,019989;10,26201954
8,566720009;2456,00393;490,2838851;296,3627779;8,199147843;31,89999962;2,932624746;2,318181539;24,019989;10,09375487
8,566720009;2453,242949;496,0736192;297,5503423;8,191507892;31,89999962;2,968064322;2,324104557;24,019989;9,964142219
8,566720009;2480,06516;493,5331429;299,0377935;8,18293145;31,89999962;2,948499738;2,339896296;24,019989;9,791353475
8,566720009;2498,833069;486,8185026;299,3702921;8,173984181;31,89999962;2,949650624;2,352390432;24,019989;9,615148026
8,565189934;2497,113507;475,0324836;297,3212687;8,163869716;31,89999962;2,935917424;2,353709642;24,41155067;10,06866204
8,566720009;2498,259365;458,0591461;299,9694138;8,158435442;31,89999962;2,811664757;2,349791718;24,53589385;9,790446711
8,566338158;2476,626673;439,2409952;298,0168814;8,143865575;31,89999962;2,7613444;2,339850256;24,53503829;9,898027141
8,566338921;2468,320746;424,3551069;296,2023245;8,132855416;31,89999962;2,547875012;2,335236535;24,53997085;9,954393667
8,566720009;2466,035904;415,4563535;296,4689026;8,11732106;31,89999962;2,564015607;2,344426477;24,5392399;9,941341305
8,564472771;2454,920863;411,623057;292,0939576;8,103386031;31,89999962;2,482418825;2,340099751;24,53897643;9,643194656
8,561337852;2447,037194;414,6466156;287,7620713;8,090363808;31,89999962;2,524997663;2,337117711;24,54230432;9,930687331
8,560233116;2438,575811;422,316938;284,7182343;8,087472861;31,89999962;2,475787533;2,337499683;24,5423207;10,00335104
8,554278603;2452,01365;435,3353112;290,3059931;8,078254531;31,89999962;2,603828327;2,351072051;24,53589777;9,968013576
8,544747353;2480,351988;449,1365215;290,1359463;8,078088764;31,89999962;2,661615152;2,372640741;24,53910817;10,01998084
8,544747353;2510,62392;462,3682776;292,7940984;8,071575512;31,89999962;2,799446102;2,392641178;24,5936825;9,9262207
8,542888077;2525,327824;469,3613289;299,550909;8,071497109;31,89999962;2,898636659;2,405567335;24,6135654;9,944905464
8,532951048;2526,45256;473,9546064;297,0775633;8,075152721;31,89999962;2,933297169;2,407770571;24,6135654;9,877522383
8,531897746;2524,083185;475,4472149;306,9126313;8,072440473;31,89999962;2,95665408;2,400881851;24,6135654;10,25288702
8,532950522;2511,841918;475,2523649;307,8701406;8,066699552;31,89999962;3,008202763;2,398700766;24,6135654;10,44875131
8,516195756;2530,529476;464,495469;305,8794151;8,060963257;31,89999962;2,995711491;2,407601965;24,6135654;10,12593974
8,51212912;2532,958245;442,7086886;309,0545116;8,047146611;31,89999962;2,813524243;2,421914599;24,6135654;10,419043
8,512390167;2536,460871;414,1317744;309,6859647;8,039976981;31,89999962;2,706034865;2,432159652;24,6135654;10,55795485
8,51491098;2549,042506;393,2154276;311,4818808;8,026704549;31,89999962;2,501951753;2,434882344;24,6135654;10,64502922
8,510665794;2540,335837;393,4045686;316,2784658;8,016892338;31,89999962;2,517687292;2,432349708;24,6135654;10,64433099
8,498512268;2537,890874;391,902821;318,0800846;8,01071355;31,89999962;2,42326499;2,428812016;24,6135654;10,85162169
8,498512268;2536,583233;393,2445803;323,6402352;8,005505333;31,89999962;2,484895318;2,423570021;24,6135654;10,92373962
8,498571754;2533,432609;396,0380609;322,5358513;7,999535917;31,89999962;2,537455936;2,413651224;24,6135654;10,63911335
8,498512268;2524,607882;396,219157;318,6100706;7,992706033;31,89999962;2,464918102;2,40844703;24,6135654;10,52542546
8,498162895;2511,142471;395,2352999;315,6160248;7,98894386;31,89999962;2,494242299;2,402082232;24,6135654;10,59037045
8,498512268;2492,079145;400,3060983;312,7898462;7,983742553;31,89999962;2,526977776;2,396231478;24,6135654;10,69873605
8,498924049;2479,049452;412,1651625;312,6116702;7,985867902;31,89999962;2,556506748;2,392660965;24,6135654;10,50059044
8,498512268;2474,072785;423,9173132;309,2917868;7,986430613;31,89999962;2,633017664;2,390431667;24,6135654;10,30874189
8,498512268;2471,661717;436,8802221;302,9397298;7,989980299;31,89999962;2,747790519;2,38857397;24,6135654;10,30388116
8,498512268;2464,82848;447,6774757;306,3713964;8,001698229;31,89999962;2,812006114;2,385133417;24,6135654;10,30689485
8,498512268;2463,483418;458,0094336;307,8694263;8,007312684;31,89999962;2,825054856;2,381498017;24,64554859;10,59434057
8,494279327;2459,623923;475,201183;299,3234391;8,023492437;31,89999962;2,965796234;2,377865156;24,6517124;10,55590088
8,484809677;2442,128032;493,6938965;300,0799204;8,039081393;31,89999962;3,03843002;2,374845184;24,6517124;10,31368641
8,484810074;2434,482426;506,4721942;308,418775;8,060213291;31,89999962;3,140549103;2,370395256;24,6517124;10,4214622
8,485635666;2431,813504;512,9365601;306,9999221;8,074925547;31,89999962;3,219150216;2,36601738;24,6517124;10,48983097
8,485961975;2427,486283;505,7664473;308,8172118;8,093256881;31,89999962;3,227375353;2,365297486;24,6517124;10,48543207
8,484406799;2430,82988;477,0403031;310,6927153;8,110961386;31,89999962;3,038831032;2,381884769;24,6517124;10,75701939
8,485202637;2440,566768;440,3793574;310,7090411;8,128606094;31,89999962;2,854802919;2,389552378;24,6517124;10,7112454
8,484811462;2443,68578;401,5683143;310,5035362;8,129213719;31,89999962;2,61658191;2,402171907;24,6517124;10,57323176
8,483303696;2451,771215;393,4781535;311,9267904;8,133902849;31,89999962;2,529755901;2,411267877;24,6517124;10,75669891
8,480444672;2457,412929;394,2078877;313,1664995;8,12575899;31,89999962;2,47991156;2,405568729;24,70362553;10,45666959
8,470810975;2447,26573;393,0192204;310,2148986;8,119428696;31,89999962;2,420245937;2,395868569;24,72572;10,4231668
8,465903489;2436,583998;395,9327666;300,6552722;8,113939481;31,89999962;2,435138477;2,386526757;24,72572;10,5887511
8,466254473;2427,831982;397,3358974;299,4916532;8,110576308;31,89999962;2,467500517;2,381023128;24,72404766;10,2380089
8,466255175;2430,12552;403,0236002;296,9764427;8,099492176;31,89999962;2,510384586;2,377901362;24,7194667;10,19800674
8,462922992;2432,482776;420,6737133;293,1208009;8,089170078;31,89999962;2,61287273;2,381428757;24,72307929;10,37903051
8,454108238;2433,824825;444,3759792;288,1673294;8,075691383;31,89999962;2,746387333;2,395103851;24,72308748;10,63635802
