;"RIS-QI01_TT";"IPU-FB18";"SAN3-FB01";"ANL1-QI02";"ANL1-QI01";"SAN3-ML01";"POL_FT04";"IPU_LT01";"SED5-QI11";"SED5-QI01"
"23.02.2023";0,03661908;0,004040776;0,04886368;-0,005404414;0,09107188;-0,02471805;-0,003494422;0,01071265;-0,09071338;0,06820706
"23.02.2023";0,0495895;0,01484946;0,06542667;0,01165691;0,1000822;-0,03353191;-0,01746658;-0,0120843;-0,1164336;0,03895356
"23.02.2023";0,04254424;0,008978409;0,07446609;0,02282187;0,1083851;-0,01889195;-0,002042223;0,004177185;-0,09097033;0,06642016
"23.02.2023";0,03788644;0,005096906;0,06229348;0,01487876;0,1014948;-0,0365568;-0,02375393;-0,02246736;-0,1120372;0,03987223
"23.02.2023";0,03917675;0,006172167;0,0621219;0,01539637;0,1019889;-0,03461222;-0,02230709;-0,02061351;-0,1091326;0,03868845
"23.02.2023";0,04753502;0,01313739;0,07380235;0,0277075;0,1128524;-0,01367746;-0,005120855;-0,0008257478;-0,08946094;0,06258605
"23.02.2023";0,04169652;0,008271976;0,06712016;0,02381686;0,1092695;-0,006607248;-0,0008313311;0,00507125;-0,07481071;0,08097135
"23.02.2023";0,02833701;-0,002860953;0,05016576;0,008576024;0,09572208;-0,01588722;-0,007910024;-0,0007564532;-0,08154768;0,07518964
"23.02.2023";0,01749137;-0,01189898;0,03920131;-0,002754513;0,0856505;-0,02300166;-0,01236657;-0,001970025;-0,09413387;0,06943934
"23.02.2023";0,02207628;-0,008078222;0,04255969;0,0007921793;0,08880311;-0,015427;-0,007905375;0,005810727;-0,09541064;0,07868895
"23.02.2023";0,02353924;-0,006859093;0,0460896;0,004667286;0,09224765;-0,01889716;-0,01360293;0,000389659;-0,1121661;0,07117984
"23.02.2023";0,0140249;-0,01478771;0,04221443;0,0002330942;0,07980207;-0,009115833;0,0004899763;0,01933934;-0,1049153;0,09830056
"23.02.2023";0,02690158;-0,004057144;0,04682171;0,002396729;0,08011802;-0,01157525;0,002496749;0,02115515;-0,1290783;0,08079547
"23.02.2023";0,03737005;0,004666582;0,05299795;0,004989009;0,08212246;-0,05206707;-0,03927913;-0,02675983;-0,2041255;-0,002356818
"23.02.2023";0,030648;-0,0009351199;0,0415462;-0,006552802;0,07198859;-0,04443493;-0,02946726;-0,01370624;-0,1912439;0,01810308
"23.02.2023";0,03199235;0,0001851693;0,04706642;-0,0009054523;0,07688348;-0,0243708;-0,006431213;0,01316152;-0,1661792;0,05287417
"23.02.2023";0,01436793;-0,01450185;0,01438245;-0,02844255;0,05240652;-0,09010901;-0,07877922;-0,06882658;-0,2518291;-0,04802988
"23.02.2023";0,02403355;-0,006447169;0,0333576;-0,01112784;0,06761973;-0,0956948;-0,08745804;-0,07682844;-0,2688044;-0,06758641
"23.02.2023";0,0217621;-0,008340038;0,03674289;-0,008118981;0,07067741;-0,05249405;-0,03679946;-0,02025209;-0,1954606;0,01231951
"23.02.2023";0,02625443;-0,004596435;0,03458634;-0,01138676;0,06777307;-0,08504377;-0,07876386;-0,0671799;-0,2442709;-0,05079938
"23.02.2023";0,02721018;-0,003799977;0,03623501;-0,01122142;0,06767072;-0,04895785;-0,03112914;-0,01318902;-0,1837434;0,01319951
"23.02.2023";0,01570997;-0,01338348;0,02369437;-0,02304943;0,04283268;-0,04543931;-0,02692088;-0,005036829;-0,1640279;0,03103354
"23.02.2023";0,01770525;-0,01172075;0,02378605;-0,02267921;0,04040673;-0,03800545;-0,01704156;0,006726956;-0,1502607;0,04239063
"23.02.2023";-0,002731067;-0,02875101;0,01672462;-0,02859988;0,03510928;-0,01455898;0,008325247;0,03755992;-0,1000748;0,0974458
"23.02.2023";-0,01002565;-0,03482983;-0,004018796;-0,04582531;0,01991844;-0,04428234;-0,02706683;-0,003152132;-0,1362604;0,05090954
"23.02.2023";-0,005462134;-0,0310269;0,004966659;-0,03895033;0,02559554;-0,006853895;0,01798162;0,05055711;-0,0808477;0,1138968
"23.02.2023";0,01566247;-0,01342306;0,01599696;-0,03029103;0,03372632;-0,02758299;-0,004863415;0,02308933;-0,1288023;0,05258254
"23.02.2023";0,007923603;-0,01987212;0,008634455;-0,03829988;0,02648832;-0,03867514;-0,01720994;0,01045784;-0,1435391;0,03489845
"23.02.2023";-0,001193985;-0,02747011;0,01123277;-0,03655722;0,02794611;-0,04790958;-0,02387725;0,002794091;-0,1524801;0,0241692
"23.02.2023";-0,007851941;-0,03301841;-0,001320735;-0,0479137;0,01802819;-0,04330894;-0,01626168;0,01087967;-0,1430469;0,03548902
"23.02.2023";-0,01251416;-0,03690359;-0,01755672;-0,06187982;0,005338203;-0,02294024;0,009191022;0,03875775;-0,1105225;0,07451832
"24.02.2023";-0,008170289;-0,0332837;-0,02042411;-0,06373043;0,003693213;-0,04383466;-0,0165757;0,007304127;-0,1472184;0,03048325
"24.02.2023";-0,004166556;-0,02994725;-0,01792034;-0,06005295;0,007144326;-0,04459519;-0,02020082;0,0001481907;-0,155567;0,02046494
"24.02.2023";-0,01801925;-0,04149117;-0,01909743;-0,0600954;0,007365203;-0,02310321;0,003060259;0,02646703;-0,06188862;0,0687556
"24.02.2023";0,06627679;0,02875554;0,03756157;-0,009648269;0,05164182;-2,043073E-05;0,03172722;0,05630568;-0,03819301;0,02430657
"24.02.2023";0,06919776;0,03118967;0,04000117;-0,00727767;0,05399879;-0,01539551;0,01286275;0,03298046;-0,0588741;-0,009329883
"24.02.2023";0,06760003;0,02985823;0,03412576;-0,01199294;0,0496821;-0,003487746;0,02649621;0,04815467;-0,03604022;0,01123037
"24.02.2023";0,05873745;0,02247275;0,03224155;-0,01365578;0,04820393;0,003442221;0,03862577;0,06106555;-0,01987836;0,0264174
"24.02.2023";0,04431787;0,01045643;0,03455408;-0,01092754;0,0507541;0,0269546;0,06113303;0,08681355;0,02468546;0,0819491
"24.02.2023";0,04001889;0,00687395;0,02088328;-0,02273259;0,04026108;0,01141555;0,04520864;0,06983119;-0,0004785247;0,05587067
"24.02.2023";0,021371;-0,008665957;0,01644404;-0,02771394;0,02593124;0,01504753;0,05022047;0,07410875;0,009712788;0,07653378
"24.02.2023";0,006520793;-0,02104113;0,007889628;-0,03769679;-0,03770835;-0,04761317;-0,01777683;-0,002743607;-0,08114843;-0,02355934
"24.02.2023";-0,0195094;-0,04273296;-0,009153166;-0,05388397;-0,05209696;-0,1009253;-0,07612909;-0,06946739;-0,1491254;-0,09464153
"24.02.2023";-0,055564;-0,07277846;-0,04064259;-0,08259903;-0,07762146;-0,1326499;-0,1080029;-0,1065662;-0,1795692;-0,118042
"24.02.2023";-0,08812825;-0,09991534;-0,06432518;-0,1034057;-0,09611629;-0,1424063;-0,1065693;-0,1044178;-0,1761947;-0,1045844
"24.02.2023";-0,1020934;-0,1115529;-0,07489471;-0,1134543;-0,1050484;-0,1246484;-0,07890585;-0,07339868;-0,1445602;-0,0597943
"24.02.2023";-0,1008052;-0,1104795;-0,07683243;-0,1163116;-0,1075882;-0,1186005;-0,08694595;-0,08223002;-0,1465418;-0,05585989
"24.02.2023";-0,1028407;-0,1121757;-0,07932073;-0,1180324;-0,1091178;-0,1706943;-0,1357753;-0,1375087;-0,2239934;-0,1507248
"24.02.2023";-0,08474533;-0,09709623;-0,0587593;-0,09721415;-0,09061268;-0,1661818;-0,1330102;-0,1343608;-0,2325418;-0,1627008
"24.02.2023";-0,08333456;-0,09592059;-0,0707549;-0,1045207;-0,09710738;-0,1740328;-0,146847;-0,1491548;-0,2438593;-0,1796921
"24.02.2023";-0,07448266;-0,08854401;-0,06090621;-0,09343401;-0,08842431;-0,1280959;-0,101413;-0,09430757;-0,1802751;-0,1075153
"24.02.2023";-0,07367264;-0,087869;-0,06077011;-0,0922422;-0,09780719;-0,144662;-0,1223311;-0,1146306;-0,2077164;-0,1426426
"24.02.2023";-0,07466726;-0,08869784;-0,07756825;-0,1068103;-0,1107566;-0,1439498;-0,1231395;-0,1118975;-0,2042575;-0,1428842
"24.02.2023";-0,06548287;-0,08104418;-0,07458445;-0,1047193;-0,1088979;-0,15808;-0,1381872;-0,1232814;-0,2338213;-0,1813875
"24.02.2023";-0,06844371;-0,08351155;-0,07326627;-0,1045432;-0,1087414;-0,136211;-0,1117788;-0,08709344;-0,1994719;-0,1390299
"24.02.2023";-0,08784988;-0,09968335;-0,09463919;-0,1224841;-0,1246889;-0,1380771;-0,1107305;-0,08222238;-0,1982332;-0,1278039
"24.02.2023";-0,1044108;-0,1134841;-0,1169129;-0,1410367;-0,1411801;-0,1489007;-0,123772;-0,09400588;-0,2103607;-0,1352043
"24.02.2023";-0,1290388;-0,1340074;-0,1226188;-0,1460766;-0,14566;-0,195269;-0,1763623;-0,1547614;-0,2660411;-0,1939971
"24.02.2023";-0,1364776;-0,1402065;-0,1367557;-0,1565168;-0,1549402;-0,2024865;-0,1856572;-0,1659233;-0,2757766;-0,200968
"24.02.2023";-0,1296485;-0,1345155;-0,1251258;-0,1465297;-0,1460627;-0,1544824;-0,1349991;-0,1111993;-0,2113409;-0,1217171
"24.02.2023";-0,1643083;-0,1633987;-0,1542591;-0,1735479;-0,1667805;-0,1699322;-0,1466212;-0,1275337;-0,2123757;-0,1176667
"24.02.2023";-0,1601497;-0,1599332;-0,1460763;-0,1669632;-0,1264059;-0,138056;-0,108438;-0,08855199;-0,1696257;-0,06575859
"24.02.2023";-0,1380689;-0,1415326;-0,1171433;-0,1419619;-0,1039864;-0,1066126;-0,0771298;-0,05931186;-0,1399542;-0,03147481
"24.02.2023";-0,1383613;-0,1417762;-0,1168096;-0,1378025;-0,1002891;-0,1068529;-0,0818069;-0,06881436;-0,1439262;-0,03698529
"24.02.2023";-0,1260831;-0,1315444;-0,09751788;-0,1177891;-0,08249942;-0,1168005;-0,1018268;-0,0954558;-0,1672964;-0,06736749
"24.02.2023";-0,1244368;-0,1301724;-0,07943945;-0,09779553;-0,06472735;-0,09738345;-0,07851976;-0,07037055;-0,1372667;-0,03438145
"24.02.2023";-0,1097677;-0,1179482;-0,09289607;-0,1063104;-0,07229611;-0,08480567;-0,07027262;-0,06140739;-0,124681;-0,02745583
"24.02.2023";-0,1147967;-0,1221391;-0,08639663;-0,09879118;-0,06561238;-0,1003321;-0,09186237;-0,08296531;-0,1428521;-0,05100782
"24.02.2023";-0,1207607;-0,127109;-0,0949136;-0,1047363;-0,07089692;-0,08106697;-0,07043055;-0,05566005;-0,1092958;-0,01439805
"24.02.2023";-0,1210529;-0,1273525;-0,1016466;-0,1079796;-0,07377989;-0,07045741;-0,06143105;-0,03927015;-0,09452586;0,002150711
"24.02.2023";-0,1267491;-0,1320994;-0,1246134;-0,1255786;-0,08859724;-0,09812683;-0,09638993;-0,07220723;-0,1398576;-0,04358317
"24.02.2023";-0,1279934;-0,1331363;-0,1246177;-0,1254436;-0,08317181;-0,08764368;-0,08522994;-0,05646455;-0,1314797;-0,02346925
"24.02.2023";-0,1288203;-0,1338254;-0,1288992;-0,1275921;-0,08508155;-0,05784117;-0,05256996;-0,01731744;-0,09757006;0,03100226
"24.02.2023";-0,1178663;-0,124697;-0,1171871;-0,1164234;-0,07515382;-0,07803342;-0,07761065;-0,04768298;-0,1518623;-0,01629788
"24.02.2023";-0,1379038;-0,141395;-0,1360702;-0,1338006;-0,09060021;-0,09611797;-0,09566912;-0,06966683;-0,1717662;-0,02881252
"24.02.2023";-0,1405738;-0,14362;-0,1215524;-0,1217579;-0,07989562;-0,08011849;-0,07689889;-0,05394324;-0,1586039;0,002656534
"24.02.2023";-0,1278149;-0,1329876;-0,1091859;-0,1098453;-0,06930659;-0,07866075;-0,07719193;-0,06166868;-0,1776473;-0,007478423
"24.02.2023";-0,1222579;-0,1283567;-0,09976907;-0,1002206;-0,06075135;-0,08767442;-0,0874671;-0,08291733;-0,2052425;-0,02926005
"24.02.2023";-0,1196975;-0,1262231;-0,06929637;-0,07249265;-0,03610428;-0,07071359;-0,06803779;-0,07266863;-0,1875685;-0,001290902
"24.02.2023";-0,1316958;-0,1362216;-0,0707002;-0,07376041;-0,03723117;-0,07576992;-0,07575937;-0,08870562;-0,1932361;0,001785529
"24.02.2023";-0,1418355;-0,1446714;-0,07602008;-0,07968542;-0,04203339;-0,09448732;-0,09415337;-0,1136687;-0,2164349;-0,02194568
"24.02.2023";-0,1665791;-0,165291;-0,08812711;-0,09216202;-0,04976497;-0,0487225;-0,04032219;-0,05559009;-0,1304371;0,08517461
"24.02.2023";-0,1813843;-0,1776287;-0,1021685;-0,1050446;-0,06121618;-0,08776589;-0,08533534;-0,1066446;-0,1786324;0,02970171
"24.02.2023";-0,1998357;-0,1930049;-0,1215274;-0,1209588;-0,07536212;-0,111568;-0,1114178;-0,1356554;-0,1973397;0,005309394
"24.02.2023";-0,2156028;-0,2061441;-0,1233809;-0,1216339;-0,07596219;-0,1492968;-0,156707;-0,1851238;-0,2462921;-0,04683543
"24.02.2023";-0,2287424;-0,2170938;-0,1358887;-0,1309347;-0,08422956;-0,1260381;-0,132145;-0,1549159;-0,1998632;0,008169788
"24.02.2023";-0,2474737;-0,2327032;-0,1577822;-0,147573;-0,09916536;-0,1417408;-0,1517169;-0,1719721;-0,208549;-0,001363748
"24.02.2023";-0,2333476;-0,2209315;-0,1560274;-0,1429384;-0,09504668;-0,1310375;-0,1418914;-0,1565261;-0,1967469;0,003776164
"24.02.2023";-0,2246997;-0,2137249;-0,1589556;-0,1419889;-0,0940555;-0,1171901;-0,1399536;-0,1491915;-0,1775109;0,02005348
"24.02.2023";-0,221376;-0,2109551;-0,1557897;-0,136157;-0,08887162;-0,1296993;-0,1598864;-0,1666787;-0,192814;-0,005786733
"24.02.2023";-0,1971415;-0,1907597;-0,1490771;-0,1288729;-0,08239684;-0,1095954;-0,140062;-0,1419312;-0,1774349;0,006165702
"24.02.2023";-0,1869631;-0,1822777;-0,1432074;-0,1227957;-0,07699494;-0,08298188;-0,1127796;-0,1121436;-0,1422549;0,04389169
"24.02.2023";-0,1676701;-0,1662002;-0,1249266;-0,1064298;-0,06244747;-0,08664928;-0,120617;-0,1216827;-0,1583229;0,01799737
"24.02.2023";-0,1275278;-0,1327482;-0,08867891;-0,07356389;-0,0332333;-0,02722376;-0,05727969;-0,04855977;-0,09758807;0,084821
"24.02.2023";-0,08846311;-0,1001944;-0,06502192;-0,05175351;-0,0138463;-0,03321574;-0,06725457;-0,06432515;-0,1379749;0,03497079
"24.02.2023";-0,05656445;-0,07361216;-0,0292628;-0,02065696;0,01379508;-0,05138066;-0,08728054;-0,09435591;-0,1948943;-0,02962473
"24.02.2023";-0,03003689;-0,05150587;-0,007344466;-0,001009337;0,03096713;0,02418907;-0,003556004;-0,004448156;-0,1125696;0,07987323
"24.02.2023";-0,01372034;-0,03790874;-6,174083E-05;0,005079269;0,03667173;0,03612445;0,01018211;0,006199302;-0,1133829;0,08521906
"24.02.2023";-0,006448417;-0,0318488;0,0204369;0,02353922;0,05308058;-0,007677888;-0,04071056;-0,05663912;-0,1909601;-0,001075766
"24.02.2023";0,005909854;-0,02155025;0,02201221;0,02502166;0,0543983;0,0005141397;-0,03027201;-0,04472275;-0,1942215;0,002025019
"24.02.2023";-0,007070066;-0,03236685;0,02603172;0,02825078;0,05638497;0,02193389;-0,006572774;-0,01720037;-0,1565378;0,05391988
"24.02.2023";-0,0163135;-0,04006971;0,005746129;0,009499442;0,03064596;-0,002296055;-0,03395766;-0,04730992;-0,18822;0,0202436
"24.02.2023";-0,0336085;-0,05448221;-0,0003400017;0,00277085;0,02466499;0,0006348693;-0,03135954;-0,03928756;-0,1682923;0,04640809
"24.02.2023";-0,05739489;-0,0743042;-0,02576517;-0,01968291;0,004706088;0,002204912;-0,02472441;-0,02567587;-0,1446346;0,07302056
"24.02.2023";-0,08863211;-0,1003352;-0,0557897;-0,04468164;-0,017515;-0,06122513;-0,0990002;-0,104147;-0,2132156;-0,009916293
"24.02.2023";-0,09179523;-0,1029712;-0,06732056;-0,0553671;-0,02701319;-0,06685083;-0,106293;-0,1061634;-0,2171127;-0,01687942
"24.02.2023";-0,1152805;-0,1225422;-0,09244449;-0,07875954;-0,04780648;-0,03680505;-0,07184085;-0,06246594;-0,1509422;0,06068824
"24.02.2023";-0,1343788;-0,1384575;-0,0899711;-0,07828309;-0,04738295;-0,04998534;-0,08511073;-0,07884911;-0,1527377;0,05606204
"24.02.2023";-0,1426544;-0,1453537;-0,1034617;-0,08953279;-0,05738269;-0,07130916;-0,1123228;-0,1103426;-0,1733315;0,02611908
"24.02.2023";-0,1323455;-0,1367631;-0,104444;-0,087852;-0,05588866;-0,04309906;-0,08118107;-0,07673749;-0,1347623;0,06642403
"24.02.2023";-0,1232015;-0,129143;-0,08266524;-0,06759194;-0,03846482;-0,0730093;-0,1146839;-0,1200845;-0,1783627;0,003441532
"24.02.2023";-0,1117092;-0,1195661;-0,07360727;-0,05927888;-0,03427736;-0,06108243;-0,1036635;-0,1135439;-0,1609953;0,01341764
"24.02.2023";-0,1005427;-0,1102607;-0,0564735;-0,04257765;-0,01946807;-0,02684618;-0,06992343;-0,08125037;-0,1135484;0,06387638
"24.02.2023";-0,09564762;-0,1061815;-0,05020766;-0,03650792;-0,01407275;-0,04094955;-0,08526421;-0,1017669;-0,1325998;0,0337601
"24.02.2023";-0,08835008;-0,1001002;-0,04043415;-0,02530814;-0,004117391;-0,02593974;-0,07158775;-0,08827502;-0,1117571;0,05356219
"24.02.2023";-0,06118845;-0,0774655;-0,001692155;0,01146216;0,02856732;0,008862197;-0,04340331;-0,05994583;-0,08251841;0,0889623
"24.02.2023";-0,06490465;-0,08056233;-0,01808872;-0,001656667;0,01690614;0,004022795;-0,05223338;-0,06917506;-0,08793528;0,08380251
"24.02.2023";-0,05015344;-0,06826966;-0,003475528;0,01038158;0,0276068;-0,02404392;-0,08545148;-0,1086669;-0,1447887;0,01861341
"24.02.2023";-0,05198613;-0,0697969;0,00136413;0,01478568;0,03152156;-0,004223642;-0,06206218;-0,08182321;-0,1184062;0,05604041
"24.02.2023";-0,0463951;-0,06513771;0,0006766931;0,01402908;0,03084902;0,01263542;-0,04524196;-0,0616467;-0,1035443;0,08043743
"24.02.2023";-0,03053345;-0,05191966;0,001046547;0,01414808;0,03017294;0,04996698;-0,005688737;-0,01547534;-0,06794152;0,1296185
"24.02.2023";-0,01660609;-0,04031353;0,02662072;0,03540136;0,04104587;0,05244053;-0,003274743;-0,01875639;-0,08776684;0,1156771
"24.02.2023";-0,002640205;-0,0286753;0,03656577;0,04533812;0,04987855;0,09427094;0,04208058;0,03045349;-0,04714959;0,1746942
"24.02.2023";0,02318324;-0,007155756;0,07155525;0,07770998;0,07865353;0,1085648;0,05484881;0,03954709;-0,05581843;0,1738826
"24.02.2023";0,01680862;-0,01246794;0,05043865;0,05935808;0,06234073;0,07935458;0,02215414;-0,002898405;-0,1039158;0,125815
"24.02.2023";0,09890384;0,05594474;0,1587449;0,152298;0,144954;0,1502764;0,100889;0,03860192;-0,0740882;0,1675972
"24.02.2023";0,1523412;0,1004759;0,2830833;0,2588014;0,2396237;0,2426432;0,2046021;0,1086235;0,01367329;0,2795354
"24.02.2023";-0,01992074;-0,04307574;0,07064734;0,0709228;0,07262048;0,08483513;0,03180051;0,009841018;-0,08425197;0,1646972
"24.02.2023";-0,08405276;-0,0965191;-0,05077336;-0,0363178;-0,02270449;0,004359243;-0,05766557;-0,05778542;-0,1569801;0,08237765
"24.02.2023";-0,1153651;-0,1226127;-0,0763156;-0,05791816;-0,04190481;-0,04968067;-0,1211029;-0,1216482;-0,2102559;0,01494826
"24.02.2023";-0,1381236;-0,1415781;-0,1006331;-0,07943195;-0,06131159;-0,04101795;-0,1120606;-0,1065395;-0,1831625;0,05000241
"24.02.2023";-0,1779944;-0,1748038;-0,1379745;-0,1133727;-0,09305704;-0,0571696;-0,1261601;-0,1237939;-0,1801026;0,05601521
"24.02.2023";-0,1692926;-0,1675523;-0,1215522;-0,1002601;-0,08152581;-0,06158664;-0,1329915;-0,1419733;-0,1942515;0,03816472
"24.02.2023";-0,1532737;-0,1542033;-0,08976062;-0,07144129;-0,05578475;-0,004575797;-0,06730688;-0,08154144;-0,1184388;0,1210641
"24.02.2023";-0,1521132;-0,1532362;-0,0653064;-0,04825981;-0,03517891;-0,04884747;-0,1193386;-0,1593183;-0,1888469;0,03590598
"24.02.2023";-0,0152415;-0,03917637;0,1194053;0,1137009;0,108945;0,1371807;0,0865501;-0,0272996;-0,02658308;0,2291763
"24.02.2023";-0,009878878;-0,03470752;0,1826467;0,1698916;0,1588268;0,2130958;0,1729156;0,0546122;0,08332969;0,3571259
"24.02.2023";-0,02153237;-0,04441876;0,1609865;0,1525482;0,1433174;0,1858506;0,1388064;0,03274954;0,04937228;0,3158232
"24.02.2023";-0,1161077;-0,1232315;0,01473301;0,02644877;0,03110428;0,05450966;-0,01222018;-0,05988151;-0,07052762;0,1685242
"24.02.2023";-0,21048;-0,2018751;-0,1384525;-0,104371;-0,08505552;-0,06422928;-0,1506217;-0,155291;-0,1692661;0,04821424
"24.02.2023";-0,2403396;-0,2267581;-0,1892446;-0,1460328;-0,1238652;-0,06044369;-0,1482441;-0,1323512;-0,1425031;0,08032985
"24.02.2023";-0,2511106;-0,2357339;-0,2256105;-0,1777849;-0,1630607;-0,1327179;-0,2320003;-0,2200864;-0,2448608;-0,04249938
"24.02.2023";-0,2463629;-0,2317776;-0,2078998;-0,1635093;-0,1503713;-0,104101;-0,2027771;-0,1880105;-0,2074389;0,002406965
"24.02.2023";-0,2339991;-0,2214743;-0,1924815;-0,1504679;-0,1387789;-0,09736639;-0,1945651;-0,1887749;-0,2083307;0,001336765
"24.02.2023";-0,2003841;-0,1934619;-0,1492498;-0,1127678;-0,1052677;-0,06882457;-0,1656143;-0,1762058;-0,1936668;0,01893342
"24.02.2023";-0,1714002;-0,1693086;-0,1032706;-0,07333916;-0,07022002;-0,01952786;-0,1095265;-0,1336561;-0,1440254;0,07850309
"24.02.2023";-0,09912596;-0,1090801;-0,01281759;0,006187193;0,0004700666;0,03026065;-0,05437487;-0,1210109;-0,1292727;0,0962064
"24.02.2023";0,05449694;0,01893899;0,2220316;0,2125923;0,1839413;0,2185985;0,1512916;0,01115254;0,02491798;0,2812352
"24.02.2023";0,04626016;0,01207501;0,2449034;0,2326884;0,2018044;0,2521909;0,1892041;0,0593316;0,08112688;0,3486859
"24.02.2023";-0,09288204;-0,1038768;0,07361394;0,08193137;0,06779823;0,1111781;0,03086274;-0,02156687;-0,01325467;0,235428
"24.02.2023";-0,1865317;-0,1819182;-0,1519675;-0,1163233;-0,1082679;-0,03223947;-0,1307005;-0,1350668;-0,2222989;0,07076193
"24.02.2023";-0,1612529;-0,1608526;-0,1655103;-0,1289962;-0,1178535;-0,06108533;-0,1615622;-0,1349827;-0,2804674;-0,006444766
"24.02.2023";-0,1874564;-0,1826888;-0,2129556;-0,1715427;-0,1556726;-0,1222545;-0,2326082;-0,1975495;-0,3528096;-0,09016824
"24.02.2023";-0,2187893;-0,2087996;-0,2529903;-0,2074805;-0,1876173;-0,131066;-0,2373921;-0,196705;-0,3411166;-0,07487559
"24.02.2023";-0,2228524;-0,2121854;-0,224083;-0,18329;-0,1661147;-0,1444839;-0,2537391;-0,2250191;-0,3566707;-0,09487873
"24.02.2023";-0,2224435;-0,2118447;-0,2321843;-0,1925355;-0,1743329;-0,1581249;-0,2653597;-0,2608881;-0,3762464;-0,1206384
"24.02.2023";-0,1451496;-0,1474331;-0,1319677;-0,1075769;-0,09881409;-0,07789507;-0,1704259;-0,1836998;-0,3121563;-0,05245027
"24.02.2023";-0,1440739;-0,1465367;-0,1032136;-0,08482051;-0,07858621;-0,06158179;-0,1505022;-0,1894797;-0,2788922;-0,02416206
"24.02.2023";0,03610005;0,003608249;0,1570203;0,1431402;0,1240455;0,1526999;0,09081778;-0,05976269;-0,09926897;0,1811917
"24.02.2023";0,09947997;0,05642485;0,2882065;0,2579825;0,2261276;0,2846483;0,2378509;0,06912706;0,05953865;0,3554983
"24.02.2023";0,06702311;0,02937747;0,2548578;0,2294961;0,2002206;0,260369;0,2061537;0,06019624;0,05991882;0,3406901
"24.02.2023";-0,01994997;-0,0431001;0,1160214;0,1087954;0,08644849;0,154676;0,08971567;-0,002124221;-0,01507321;0,2338231
"24.02.2023";-0,1885607;-0,1836091;-0,1519324;-0,1255751;-0,1221273;-0,07522149;-0,1743231;-0,1688943;-0,2115988;-0,01505462
"24.02.2023";-0,1874018;-0,1826433;-0,1757282;-0,1455151;-0,1400266;-0,08369794;-0,1837028;-0,1726066;-0,2204155;-0,03502592
"24.02.2023";-0,18377;-0,1796168;-0,2094393;-0,1745282;-0,1654679;-0,104282;-0,2109931;-0,1863538;-0,2516045;-0,08103689
"24.02.2023";-0,1686354;-0,1670046;-0,1932643;-0,1576756;-0,1508345;-0,06217043;-0,1670379;-0,134703;-0,1950426;-0,02205292
"24.02.2023";-0,1218277;-0,1279982;-0,1478389;-0,116336;-0,1140305;-0,06205963;-0,1728944;-0,1560133;-0,2340842;-0,0722485
"24.02.2023";-0,06654646;-0,08193051;-0,08902144;-0,06633969;-0,06958716;-0,03566331;-0,1441606;-0,1467606;-0,2419826;-0,08347617
"24.02.2023";-0,02969029;-0,05121703;-0,02252553;-0,01127024;-0,02046811;0,01991589;-0,07636667;-0,1047498;-0,1900924;-0,02360463
"24.02.2023";0,1203956;0,07385458;0,1798012;0,1622349;0,1337028;0,2137037;0,1452408;0,05663552;-0,0295087;0,1725046
"24.02.2023";0,2526067;0,1840305;0,4164326;0,3675122;0,315264;0,3547445;0,310753;0,1320329;0,06404899;0,2931038
"24.02.2023";0,2296695;0,1649161;0,4050228;0,3569562;0,2996768;0,3438186;0,2977024;0,1235157;0,05742281;0,2970623
"24.02.2023";0,1149263;0,06929678;0,2714695;0,2384547;0,1943422;0,2487722;0,191503;0,06560506;-0,001812958;0,2407311
"24.02.2023";-0,08697532;-0,09895456;-0,00932713;-0,009825057;-0,0263509;0,02695789;-0,05448158;-0,07252861;-0,1746296;0,04369581
"24.02.2023";-0,1759365;-0,1730889;-0,1603512;-0,1444376;-0,1460065;-0,07270714;-0,1600584;-0,1434291;-0,2524392;-0,04652608
"24.02.2023";-0,2182114;-0,2083179;-0,2283519;-0,2052892;-0,2000968;-0,1428369;-0,2369688;-0,2067128;-0,3229636;-0,1305333
"24.02.2023";-0,2384079;-0,2251484;-0,2545901;-0,2276736;-0,219994;-0,1660415;-0,2627459;-0,2306414;-0,3387989;-0,1539169
"24.02.2023";-0,2092982;-0,2008903;-0,2163627;-0,1936878;-0,1897844;-0,1216234;-0,2146089;-0,1885833;-0,2867273;-0,1026388
"24.02.2023";-0,170729;-0,1687493;-0,1786065;-0,1600399;-0,1598752;-0,09419813;-0,1828549;-0,1759676;-0,2691053;-0,09162258
"24.02.2023";-0,1107177;-0,1187398;-0,102418;-0,09137043;-0,09883568;-0,03477877;-0,1219181;-0,139608;-0,2216216;-0,04526743
"24.02.2023";-0,04228602;-0,06171348;-0,001452712;-0,002128077;-0,01961987;0,04215432;-0,03881174;-0,09484956;-0,15757;0,02595937
"24.02.2023";0,1377808;0,08834221;0,2607453;0,2265308;0,1802884;0,2610265;0,2066131;0,06545203;0,02332333;0,239021
"24.02.2023";0,1259867;0,07851376;0,2683449;0,2326057;0,1856444;0,2520062;0,1958988;0,06557871;0,02550481;0,2346713
"24.02.2023";-0,07735484;-0,0909375;-0,00647543;-0,008271948;-0,02846903;0,07130504;-0,005208088;-0,02158487;-0,07382227;0,1126708
"24.02.2023";-0,1522107;-0,1533174;-0,1472854;-0,1310623;-0,1376161;-0,07394911;-0,1638473;-0,1503956;-0,2300637;-0,07171705
