;"RIS-QI01_TT";"IPU-FB18";"SAN3-FB01";"ANL1-QI02";"ANL1-QI01";"SAN3-ML01";"POL_FT04";"IPU_LT01";"SED5-QI11";"SED5-QI01"
"22.02.2023";0,03820335;0,3644293;0,2441014;0,1822841;0,2322033;0,34022;0,3826716;0,5184065;0,5798539;0,8193676
"22.02.2023";0,04684765;0,3716328;0,2441471;0,180389;0,2305187;0,3233511;0,3676722;0,4930657;0,5780645;0,7813305
"22.02.2023";0,05049633;0,3746734;0,2723307;0,2046305;0,2520668;0,3445778;0,3946366;0,492072;0,6019001;0,815569
"22.02.2023";0,118825;0,431614;0,369155;0,2903709;0,3282805;0,4172357;0,4745477;0,5365199;0,6594569;0,8775309
"22.02.2023";0,3523541;0,6262215;0,689828;0,572662;0,5792058;0,6591046;0,7487345;0,6823733;0,8342193;1,081338
"22.02.2023";0,5345427;0,7780454;0,9996809;0,8414173;0,8180994;0,8887889;1,001872;0,8455114;1,034831;1,310609
"22.02.2023";0,5635231;0,8021957;1,073247;0,9028192;0,8726789;0,9391559;1,067227;0,8947334;1,097114;1,372783
"22.02.2023";0,4832548;0,7353055;0,9756266;0,8160902;0,7957109;0,8542963;0,9724078;0,8421559;1,042421;1,299646
"22.02.2023";0,302533;0,584704;0,7250804;0,595234;0,5992699;0,6426224;0,740015;0,6895875;0,8745335;1,09952
"22.02.2023";0,2099937;0,5075879;0,5669795;0,4568883;0,4762959;0,5191575;0,6016257;0,6000409;0,7710016;0,9698206
"22.02.2023";0,1499476;0,4575495;0,4644483;0,368977;0,3981525;0,4407422;0,5116994;0,5412152;0,7035183;0,8890507
"22.02.2023";0,03481982;0,3616097;0,2830004;0,2148061;0,2611117;0,3103523;0,3579761;0,4550387;0,6055272;0,7693108
"22.02.2023";0,008445913;0,3396314;0,2240741;0,1659151;0,217653;0,2634284;0,303374;0,41709;0,5617076;0,7110561
"22.02.2023";0,03448195;0,3613281;0,2296074;0,1722025;0,2232418;0,2570059;0,2874594;0,3985541;0,5397098;0,6734599
"22.02.2023";0,048404;0,3729298;0,2721581;0,2105652;0,257342;0,2970648;0,3376389;0,432715;0,5911575;0,7321313
"22.02.2023";0,1155424;0,4288785;0,3591292;0,288724;0,3268165;0,4082903;0,4624165;0,5289068;0,7003061;0,8647123
"22.02.2023";0,3312731;0,6086541;0,6501517;0,5445413;0,5542097;0,6673406;0,7468529;0,7142772;0,902124;1,115438
"22.02.2023";0,5674284;0,8054501;1,00849;0,8579864;0,8328275;0,9805689;1,102612;0,9630894;1,170295;1,443422
"22.02.2023";0,6255174;0,8538576;1,121968;0,9569385;0,920785;1,071108;1,204461;1,038001;1,240709;1,548138
"22.02.2023";0,5983317;0,8312029;1,102101;0,939363;0,9051623;1,073176;1,203339;1,065192;1,251211;1,578717
"22.02.2023";0,4769916;0,7300861;0,9202013;0,7803335;0,7638027;0,9278855;1,041325;0,968698;1,120842;1,439105
"22.02.2023";0,3212554;0,600306;0,6866831;0,5756503;0,5818622;0,7347629;0,8277739;0,829607;0,9464051;1,24665
"22.02.2023";0,2961795;0,5794094;0,6184899;0,5155388;0,5284297;0,6701782;0,753848;0,7602801;0,8574775;1,155638
"22.02.2023";0,2890128;0,5734372;0,6205228;0,5158077;0,5286688;0,6598573;0,7424411;0,7482014;0,8392825;1,144555
"22.02.2023";0,2590212;0,5484442;0,5974095;0,492011;0,507516;0,6743637;0,7666712;0,7772;0,8794768;1,200329
"22.02.2023";0,2603939;0,5495881;0,5925593;0,4848005;0,5011067;0,6653203;0,7516687;0,7588838;0,8614153;1,182515
"22.02.2023";0,235973;0,5292373;0,5798299;0,4723271;0,4900193;0,6594695;0,7561078;0,7627699;0,870314;1,196568
"22.02.2023";0,2284763;0,52299;0,5740821;0,467317;0,4855658;0,6354672;0,7268323;0,7291206;0,8401491;1,160697
"22.02.2023";0,2114676;0,5088162;0,566461;0,4601846;0,479226;0,6286094;0,7244059;0,7246162;0,8461698;1,165197
"22.02.2023";0,2149907;0,5117521;0,5701332;0,4633999;0,482084;0,6297749;0,7237262;0,7259071;0,8589626;1,163936
"22.02.2023";0,2116208;0,5089438;0,5696173;0,461546;0,4804361;0,6287459;0,7261146;0,7268369;0,8690507;1,165454
"22.02.2023";0,2089287;0,5067004;0,5637688;0,4544509;0,4693932;0,6048388;0,7014834;0,6995326;0,8434007;1,125114
"22.02.2023";0,2020875;0,5009994;0,5588934;0,4485196;0,4389554;0,5585712;0,6482312;0,6372347;0,7892251;1,048838
"22.02.2023";0,1968145;0,4966052;0,5578163;0,4461317;0,4368699;0,604164;0,7026764;0,6998359;0,871501;1,137003
"22.02.2023";0,2048683;0,5033168;0,5720323;0,4584047;0,4477792;0,6021197;0,7002422;0,698424;0,8725721;1,125099
"22.02.2023";0,1889861;0,4900816;0,5508019;0,4394761;0,430829;0,56023;0,6567037;0,6480829;0,8243682;1,065089
"22.02.2023";0,1603026;0,4661787;0,5148479;0,4082615;0,4032074;0,5292323;0,6150724;0,6302643;0,8071909;1,037483
"22.02.2023";0,01628116;0,3461608;0,3085966;0,22993;0,2446905;0,3925306;0,4751367;0,5619422;0,729132;0,9359241
"22.02.2023";-0,02089194;0,3151832;0,2362764;0,1672592;0,1889832;0,3169632;0,3862952;0,4901976;0,6499808;0,8370983
"22.02.2023";-0,03114088;0,3066424;0,2227697;0,1567703;0,1796597;0,3061846;0,3730767;0,4808152;0,6433076;0,8276054
"22.02.2023";-0,009315625;0,3248301;0,2381009;0,1712632;0,1925423;0,3309626;0,3972771;0,4916527;0,6618347;0,8502162
"22.02.2023";0,03246532;0,3596476;0,2953472;0,2219854;0,23796;0,3647902;0,4356261;0,50126;0,6808705;0,8693249
"22.02.2023";0,1434644;0,4521468;0,4397686;0,3490668;0,3526373;0,4561391;0,5342379;0,5466791;0,726983;0,9227538
"22.02.2023";0,3928875;0,6599994;0,8114883;0,6744729;0,6416482;0,7602474;0,8764259;0,7630219;0,9713102;1,21738
"22.02.2023";0,4433416;0,7020445;0,9347766;0,7827414;0,7382554;0,8327253;0,9601657;0,8214571;1,029919;1,294737
"22.02.2023";0,4158635;0,6791461;0,8947015;0,750226;0,7092282;0,824809;0,9460457;0,8424445;1,035007;1,306719
"22.02.2023";0,3055496;0,5872178;0,7131635;0,5935724;0,5698561;0,6808806;0,7795337;0,7441332;0,9006838;1,151908
"22.02.2023";0,267607;0,555599;0,623825;0,5188027;0,5033941;0,5910207;0,6749013;0,6672665;0,7874104;1,026741
"22.02.2023";0,2291953;0,5235892;0,5479907;0,4542713;0,4461575;0,5355189;0,6082674;0,634016;0,7297296;0,9640102
"22.02.2023";0,08274714;0,4015491;0,330795;0,264365;0,2771029;0,4061958;0,4636137;0,5727835;0,6519941;0,8785126
"22.02.2023";0,01629055;0,3461686;0,2314281;0,178815;0,2013323;0,3366833;0,3849559;0,5192202;0,5889421;0,8132501
"22.02.2023";6,205514E-05;0,3326449;0,1964801;0,1479899;0,1754245;0,2792147;0,3195827;0,4503595;0,5055251;0,7258718
"22.02.2023";0,03842652;0,3646152;0,2398799;0,1854081;0,2139162;0,3271101;0,3724279;0,4880462;0,5351077;0,7733948
"22.02.2023";0,0929491;0,4100507;0,3260843;0,2608442;0,2809522;0,3720361;0,4239981;0,5033772;0,5436731;0,8000621
"22.02.2023";0,1958225;0,4957786;0,4629477;0,3802627;0,3870142;0,5270147;0,5995082;0,6434445;0,6818665;0,9763145
"22.02.2023";0,4921021;0,7426782;0,9051096;0,7654768;0,7295328;0,9083668;1,03022;0,9183671;1,00047;1,365975
"22.02.2023";0,6085087;0,8396837;1,105988;0,9382052;0,8830692;1,055418;1,199241;1,029064;1,120347;1,514754
"22.02.2023";0,6010904;0,8335019;1,117014;0,9456436;0,8896811;1,084795;1,235417;1,080278;1,170988;1,574558
"22.02.2023";0,4677458;0,7223813;0,9345483;0,7848236;0,7466055;0,9556889;1,092927;1,012592;1,090678;1,47584
"22.02.2023";0,1780882;0,481;0,5173822;0,4206435;0,4230143;0,6178146;0,7153111;0,7774689;0,8227718;1,157489
"22.02.2023";0,02077667;0,349907;0,2553889;0,191683;0,2194939;0,4003174;0,4694185;0,5966124;0,6261199;0,9232119
"22.02.2023";-0,02600782;0,31092;0,1652662;0,1132517;0,1481391;0,3088169;0,3636464;0,5086235;0,5339639;0,8053061
"22.02.2023";-0,04970596;0,2911715;0,1329963;0,08423198;0,1151812;0,29193;0,3475333;0,4914938;0,5380883;0,798535
"22.02.2023";-0,02777639;0,3094462;0,1637703;0,1078438;0,1361694;0,3345518;0,3967139;0,5219193;0,5905429;0,8531491
"22.02.2023";0,0226237;0,3514462;0,2560246;0,1855643;0,2052544;0,3752283;0,4508639;0,5282345;0,6151403;0,8758042
"22.02.2023";0,1345963;0,4447567;0,4173895;0,3247974;0,3290171;0,4878192;0,5822636;0,5819832;0,6968965;0,9666556
"22.02.2023";0,4034255;0,6687811;0,8357729;0,6893725;0,6530839;0,8511934;0,9971819;0,8455127;1,0199;1,351905
"22.02.2023";0,4644078;0,7195996;0,9681495;0,8038474;0,7548393;0,9530862;1,111645;0,9211314;1,124593;1,474494
"22.02.2023";0,4094384;0,6737918;0,9147548;0,7555851;0,7119396;0,8813347;1,037874;0,867026;1,069903;1,400147
"22.02.2023";0,264846;0,5532981;0,7264404;0,5889915;0,5638564;0,7175099;0,8556679;0,7597678;0,9513858;1,250183
"22.02.2023";0,01667598;0,3464898;0,3803697;0,2845644;0,2932544;0,4506999;0,5556908;0,5961093;0,7653693;1,017931
"22.02.2023";-0,1212378;0,2315616;0,1403246;0,07297017;0,1039404;0,2558357;0,3397281;0,4420539;0,5950489;0,8050883
"22.02.2023";-0,1740674;0,187537;0,05042591;-0,005725015;0,02973703;0,2052484;0,2819142;0,409717;0,5674399;0,7668608
"22.02.2023";-0,1665814;0,1937753;0,04915706;-0,005086061;0,03030499;0,1637549;0,2354291;0,354559;0,5033155;0,6848508
"22.02.2023";-0,1160324;0,2358995;0,1139458;0,05290989;0,08185695;0,2441706;0,3252576;0,4294798;0,5907483;0,7790501
"22.02.2023";-0,04556089;0,2946257;0,2134981;0,1401374;0,1593925;0,3119817;0,3998445;0,4640557;0,6341736;0,8303092
"22.02.2023";0,07556564;0,3955645;0,3906337;0,2950754;0,2971152;0,4329508;0,5391364;0,5178132;0,7162135;0,9270911
"22.02.2023";0,2981944;0,5810885;0,7452421;0,6033346;0,5711234;0,7235621;0,8702848;0,7332198;0,9701393;1,226578
"22.02.2023";0,3440543;0,619305;0,8299025;0,6751196;0,6349323;0,8029196;0,9648026;0,8084069;1,054287;1,324547
"22.02.2023";0,2568155;0,5466061;0,7452924;0,6009059;0,5689645;0,7185097;0,8756589;0,7487319;0,9983357;1,259848
"22.02.2023";0,04116501;0,3668973;0,4844775;0,3737249;0,3670258;0,5034456;0,6334949;0,6073457;0,8444786;1,081419
"22.02.2023";-0,1810827;0,1816909;0,1389755;0,07084208;0,09700877;0,2509377;0,3494786;0,425997;0,6455314;0,84856
"22.02.2023";-0,2435264;0,1296544;0,03474897;-0,02265162;0,01021866;0,133436;0,2181607;0,3181146;0,5160339;0,6994995
"22.02.2023";-0,2698936;0,1076818;-0,01469323;-0,0679535;-0,03004967;0,09410443;0,1766063;0,2840203;0,4747906;0,6540062
"22.02.2023";-0,2580972;0,1175122;0,001458555;-0,05344275;-0,01715123;0,08462554;0,1673108;0,2645299;0,4537551;0,6274657
"22.02.2023";-0,2221738;0,1474483;0,04519273;-0,01387315;0,01802174;0,1376379;0,2255732;0,3021629;0,4964148;0,6821793
"22.02.2023";-0,1624418;0,197225;0,1244412;0,05625195;0,08035517;0,2216301;0,3205231;0,3674852;0,5701731;0,7696125
"22.02.2023";-0,04231752;0,2973285;0,2863258;0,2004208;0,2085053;0,3464325;0,4593098;0,4407924;0,6559515;0,8741317
"22.02.2023";0,1940793;0,4943259;0,6493554;0,5201382;0,4926985;0,6234603;0,7681457;0,6366146;0,8784766;1,136221
"22.02.2023";0,2206405;0,5164602;0,7086933;0,573201;0,5398654;0,6624739;0,8129002;0,6706576;0,9110182;1,179884
"22.02.2023";0,1176685;0,4306502;0,5778799;0,4588135;0,4381877;0,5645486;0,7036455;0,6215094;0,8492639;1,106755
"22.02.2023";-0,1731812;0,1882755;0,1803137;0,1117935;0,1315081;0,2564858;0,3545843;0,4279975;0,6257091;0,8429272
"22.02.2023";-0,2591451;0,1166388;0,0109364;-0,03570076;0,0138764;0,1478332;0,2328494;0,3468542;0,5301963;0,7330244
"22.02.2023";-0,3214032;0,06475711;-0,08260679;-0,1156323;-0,05717387;0,07038893;0,1407412;0,2846293;0,4561495;0,6502153
"22.02.2023";-0,34239;0,04726814;-0,1184361;-0,1452058;-0,08346143;0,05480905;0,126572;0,2791327;0,4420035;0,6431552
"22.02.2023";-0,3085793;0,07544371;-0,08635602;-0,1172944;-0,05865128;0,08523228;0,1558431;0,291414;0,4532082;0,6639084
"22.02.2023";-0,2446158;0,1287467;0,00443284;-0,0355789;0,01398471;0,1318204;0,211116;0,3087986;0,4644207;0,6842023
"22.02.2023";-0,151284;0,2065232;0,141678;0,08321362;0,1195781;0,2696317;0,3608509;0,4174042;0,5857885;0,8389317
"22.02.2023";0,04195364;0,3675545;0,3889685;0,2976337;0,3101737;0,4507089;0,5671384;0,5173636;0,6922611;0,9713334
"22.02.2023";0,2698185;0,5574419;0,7594637;0,6197648;0,5965124;0,7137724;0,8642745;0,6894394;0,8928758;1,217182
"22.02.2023";0,285111;0,5701856;0,8325301;0,6831681;0,652871;0,7693666;0,9363292;0,7400605;0,959269;1,301651
"22.02.2023";0,2052311;0,503619;0,7422842;0,6046027;0,5826187;0,6992956;0,8593009;0,7073536;0,9128866;1,255813
"22.02.2023";0,02914023;0,3568767;0,4952295;0,3869106;0,3868618;0,5102268;0,6473338;0,5879037;0,7712244;1,091579
"22.02.2023";-0,0828668;0,2635375;0,3181216;0,2317999;0,2489902;0,3686057;0,4938224;0,4816242;0,6485681;0,9482657
"22.02.2023";-0,138328;0,2173198;0,2336509;0,1581969;0,183681;0,2796988;0,3869053;0,4015855;0,5614532;0,8440965
"22.02.2023";-0,2959712;0,08595051;0,02011882;-0,02705597;0,01889154;0,1290384;0,2192403;0,3089636;0,4678442;0,7307521
"22.02.2023";-0,3629707;0,03011759;-0,085927;-0,119238;-0,06304801;0,03787642;0,1169129;0,2353591;0,3906561;0,6334594
"22.02.2023";-0,3886836;0,008690149;-0,1333077;-0,1612223;-0,1003674;-0,008672876;0,06411478;0,1870976;0,3428133;0,5751835
"22.02.2023";-0,3796623;0,0162079;-0,1159051;-0,1434359;-0,0844327;0,0003000431;0,0731459;0,1820524;0,353079;0,5823116
"22.02.2023";-0,3021209;0,08082575;-0,02576907;-0,06233758;-0,01234546;0,07555389;0,1555716;0,2332375;0,4028676;0,6402276
"22.02.2023";-0,2182185;0,1507444;0,09085189;0,04131733;0,07966781;0,1686812;0,2583947;0,2960382;0,4735323;0,7243547
"22.02.2023";0,01586386;0,345813;0,3973947;0,3116599;0,3189109;0,4052934;0,5211488;0,4399186;0,6311764;0,9152147
"22.02.2023";0,2213253;0,5170309;0,7258435;0,6028478;0,5696808;0,6611395;0,8039548;0,6280501;0,8442565;1,170195
"22.02.2023";0,265274;0,5536548;0,7900894;0,661455;0,621776;0,6972052;0,8389258;0,6499637;0,8614035;1,192007
"22.02.2023";0,1872344;0,4886219;0,7053375;0,5854733;0,5542367;0,6279069;0,7639849;0,6210927;0,8229213;1,145106
"22.02.2023";0,01746561;0,3471478;0,4539971;0,3639928;0,3573651;0,42909;0,5418137;0,4895617;0,6650206;0,9574054
"22.02.2023";-0,02143568;0,3147301;0,3655696;0,2863687;0,288366;0,3637832;0,4721157;0,444203;0,5940022;0,8785647
"22.02.2023";-0,01444623;0,3205546;0,3614876;0,2823531;0,2847965;0,3688726;0,4756366;0,4506021;0,5898401;0,8807286
"22.02.2023";-0,188323;0,1756573;0,1504909;0,09639348;0,1194991;0,2353948;0,3298219;0,408548;0,5284209;0,8143434
"22.02.2023";-0,2499973;0,124262;0,00716837;-0,0304697;0,006731861;0,1425427;0,2241725;0,3447515;0,4312407;0,7084847
"22.02.2023";-0,3040713;0,07920039;-0,0769734;-0,1043031;-0,05889786;0,07717483;0,1531226;0,3012768;0,3679213;0,6450966
"22.02.2023";-0,2979083;0,0843362;-0,08062777;-0,1074971;-0,06134565;0,05277271;0,1249374;0,2712742;0,3207834;0,5954083
"22.02.2023";-0,2733873;0,1047704;-0,04404379;-0,07499325;-0,03100517;0,09721441;0,1760088;0,3009059;0,361342;0,6510842
"22.02.2023";-0,2107815;0,1569419;0,04394665;0,001583159;0,03706275;0,1487413;0,237702;0,3209312;0,3822312;0,6810277
"22.02.2023";-0,1652811;0,1948589;0,1441802;0,08693728;0,1129331;0,2440505;0,3464226;0,3901094;0,4857565;0,8068827
"22.02.2023";0,06489947;0,386676;0,4721029;0,3716964;0,3660523;0,4789148;0,6124715;0,5181569;0,6455795;0,9984574
"22.02.2023";0,2136557;0,5106395;0,7427911;0,6076922;0,5758263;0,6916137;0,8523465;0,6730489;0,8430539;1,233159
"22.02.2023";0,2009659;0,5000647;0,7499164;0,6112204;0,5789625;0,7116358;0,8725642;0,7007111;0,8875158;1,282288
"22.02.2023";0,04962166;0,3739445;0,5652812;0,4506765;0,4362568;0,5572422;0,7072686;0,5989477;0,783855;1,155525
"22.02.2023";-0,2317793;0,1394438;0,1584163;0,09553926;0,1205793;0,2277446;0,3352386;0,3788307;0,5299754;0,8442323
"22.02.2023";-0,3347777;0,0536117;-0,03927817;-0,07638785;-0,03224482;0,08723669;0,1770101;0,2754402;0,4130187;0,6934132
"22.02.2023";-0,3879883;0,009269565;-0,1192835;-0,1461006;-0,09550872;0,03941954;0,1214896;0,2499442;0,3925399;0,6593525
"22.02.2023";-0,4025279;-0,002846738;-0,1448116;-0,1700719;-0,123671;-0,01026765;0,06979026;0,1995412;0,3382272;0,5865561
"22.02.2023";-0,3894293;0,008068721;-0,1282742;-0,1555296;-0,1107445;0,00470723;0,08666693;0,2027896;0,3510353;0,5996033
"22.02.2023";-0,3356421;0,05289138;-0,06061973;-0,09441803;-0,05642316;0,06217105;0,148592;0,2359661;0,3953209;0,6496611
"22.02.2023";-0,2516229;0,1229074;0,04989636;0,001951844;0,02923896;0,1300554;0,2227063;0,2688625;0,4300339;0,6882326
"22.02.2023";-0,1534964;0,2046795;0,1956973;0,1279269;0,1412168;0,2326407;0,3468308;0,3347456;0,5044818;0,7745586
"22.02.2023";0,09542662;0,4121153;0,5674428;0,4521247;0,4293926;0,508551;0,6593348;0,5094668;0,7117412;1,022475
"22.02.2023";0,1332612;0,4436441;0,6579272;0,530529;0,4990853;0,5920282;0,7545821;0,5861173;0,8034984;1,134322
"22.02.2023";0,04060364;0,3664295;0,5741496;0,458455;0,4350195;0,5484093;0,7078934;0,5849612;0,8151742;1,14822
"22.02.2023";-0,1895883;0,1746029;0,2562892;0,1806605;0,1880911;0,2846442;0,4104531;0,3994046;0,6092436;0,9028559
"22.02.2023";-0,3682936;0,02568182;-0,02327509;-0,0638582;-0,030772;0,05840434;0,1537137;0,223083;0,4175125;0,6749682
"22.02.2023";-0,4496132;-0,04208447;-0,1385098;-0,1613013;-0,1258297;-0,04209134;0,0413063;0,1395344;0,3337806;0,5753215
"22.02.2023";-0,4760219;-0,06409178;-0,1878874;-0,2037514;-0,1635632;-0,06784374;0,01069458;0,1202798;0,3155134;0,5556131
"22.02.2023";-0,460793;-0,05140106;-0,1625424;-0,181333;-0,1436357;-0,03901508;0,03947344;0,1455174;0,3460522;0,5928767
"22.02.2023";-0,4030245;-0,003260578;-0,1117366;-0,1348731;-0,102338;-0,01019877;0,06891992;0,1495293;0,3424789;0,5871785
"22.02.2023";-0,3085359;0,07547991;0,01389331;-0,02258704;-0,002528199;0,088082;0,177197;0,2259976;0,4072226;0,6692419
"22.02.2023";-0,2228505;0,1468844;0,1144072;0,06612659;0,07632835;0,1615783;0,2598012;0,2707033;0,4370305;0,707931
"22.02.2023";0,06259712;0,3847574;0,5116195;0,4111598;0,3830246;0,4672557;0,6071345;0,4821651;0,6577525;0,9738529
"22.02.2023";0,1819685;0,4842336;0,6884664;0,5640466;0,5189239;0,6149465;0,778096;0,6133912;0,7785177;1,120214
"22.02.2023";0,1821813;0,4844109;0,6777772;0,5530001;0,5091048;0,5823652;0,7389553;0,5966936;0,7253043;1,059281
"22.02.2023";0,03373503;0,3607057;0,4775656;0,3750813;0,3508849;0,4309144;0,5778068;0,524563;0,6209434;0,9373002
"22.02.2023";-0,207947;0,159304;0,101973;0,04652511;0,05807526;0,1150727;0,2290647;0,3027264;0,3420029;0,6098123
"22.02.2023";-0,2804915;0,09885022;-0,032593;-0,06787291;-0,04348645;0,007794363;0,1013266;0,2182552;0,2373536;0,489313
"22.02.2023";-0,3371557;0,05163007;-0,1129139;-0,1364603;-0,1045784;-0,05345533;0,02806083;0,1687015;0,1877175;0,4358372
"22.02.2023";-0,3530377;0,03839506;-0,1339856;-0,1543236;-0,1204569;-0,07378887;0,004487528;0,1414069;0,1660149;0,4139667
"22.02.2023";-0,328281;0,05902563;-0,09367045;-0,1197571;-0,08973116;-0,04090489;0,04266378;0,1534073;0,1924856;0,4491521
"22.02.2023";-0,2676725;0,1095327;0,003908396;-0,03533421;-0,01468858;0,04150547;0,1372223;0,2042457;0,2648562;0,5373514
"22.02.2023";-0,2139085;0,1543361;0,1155652;0,06118982;0,07111055;0,1237325;0,2307966;0,2493117;0,3419124;0,6321119
"22.02.2023";0,03485733;0,3616409;0,4861264;0,3835787;0,3578029;0,4013052;0,5496887;0,4068693;0,5513506;0,8827201
"22.02.2023";0,1252871;0,4369991;0,6858676;0,5561339;0,5111854;0,5580484;0,7292077;0,5232287;0,7114043;1,075415
"22.02.2023";0,05936635;0,3820651;0,6414258;0,5156214;0,4745485;0,524784;0,6946627;0,5090096;0,7128246;1,078302
"22.02.2023";-0,1229109;0,2301674;0,4080424;0,3103045;0,2880733;0,3585765;0,5093526;0,409552;0,6090957;0,9547635
"22.02.2023";-0,3934135;0,004748528;-0,004921908;-0,04919628;-0,03148292;0,02765178;0,1289209;0,1786684;0,3407894;0,6296016
"22.02.2023";-0,4827059;-0,06966176;-0,1451522;-0,17002;-0,1388818;-0,08970945;0,001092234;0,08532779;0,239385;0,5076437
"22.02.2023";-0,5264233;-0,1060929;-0,2215869;-0,2356903;-0,1972554;-0,1400674;-0,05677238;0,0531012;0,2015829;0,4607168
"22.02.2023";-0,5427927;-0,1197341;-0,2536727;-0,2634317;-0,2219144;-0,1624614;-0,08144742;0,03235003;0,1786881;0,4308639
"22.02.2023";-0,5054786;-0,08863902;-0,2125792;-0,2274773;-0,1899549;-0,136136;-0,0489194;0,04152952;0,1891846;0,4410234
"22.02.2023";-0,4040661;-0,00412861;-0,08657856;-0,1178189;-0,09248082;-0,03871782;0,05081184;0,1018017;0,252869;0,5125617
"22.02.2023";-0,2940288;0,08756918;0,06650288;0,01591364;0,02639256;0,09076399;0,2028064;0,2131762;0,3588842;0,6374611
"22.02.2023";0,01161518;0,3422725;0,4889612;0,3849294;0,3544066;0,4193344;0,575018;0,4195779;0,5942944;0,9171543
"22.02.2023";0,1490331;0,4567874;0,7112926;0,5801721;0,5267884;0,5806941;0,7555265;0,540319;0,7190073;1,067322
"22.02.2023";0,09052822;0,4080333;0,6533614;0,5322767;0,4780962;0,5507104;0,7215857;0,5522743;0,7219377;1,071669
"22.02.2023";-0,1319628;0,2226241;0,3297966;0,2493915;0,2266426;0,2877709;0,4258946;0,3907616;0,5136886;0,8208606
"22.02.2023";-0,3248091;0,06191891;0,006744176;-0,03250473;-0,0240564;0,03148181;0,1368166;0,2122305;0,2898245;0,5536963
"22.02.2023";-0,3907322;0,00698295;-0,1166487;-0,1393815;-0,1189333;-0,06240553;0,03004934;0,1511844;0,2018433;0,4493205
"22.02.2023";-0,4346685;-0,02963062;-0,1951359;-0,2092011;-0,1809952;-0,1262827;-0,04293171;0,09542784;0,1416659;0,3780926
"22.02.2023";-0,4449422;-0,03819204;-0,2090368;-0,223748;-0,1939258;-0,1271162;-0,03987599;0,0904109;0,14512;0,3875685
"22.02.2023";-0,4247247;-0,02134413;-0,1651562;-0,1869177;-0,1611877;-0,08494737;0,009419657;0,1099551;0,1844023;0,4401419
"22.02.2023";-0,3797264;0,01615449;-0,06776419;-0,1026131;-0,08625034;-0,02029332;0,08260688;0,1393182;0,2350869;0,5086198
"22.02.2023";-0,3398673;0,0493704;0,02429827;-0,02296711;-0,0154539;0,05151208;0,166181;0,1812683;0,3044868;0,5980122
"22.02.2023";-0,08342215;0,2630747;0,3530553;0,2633185;0,2373948;0,2970174;0,438826;0,3127728;0,4589644;0,7834758
"22.02.2023";0,04815163;0,3727195;0,6022248;0,4800204;0,4198518;0,4804778;0,6499797;0,4548071;0,6246711;0,9823238
"22.02.2023";0,02070638;0,3498484;0,5964401;0,4734234;0,4139877;0,4676265;0,6448629;0,4578877;0,6282651;0,9866366
"22.02.2023";-0,09140166;0,2564251;0,45927;0,3521276;0,3061693;0,3664609;0,538314;0,4074822;0,5694588;0,916069
"22.02.2023";-0,2250599;0,1450432;0,2591566;0,1745361;0,1483102;0,2117326;0,3645156;0,3042901;0,449068;0,7716001
"22.02.2023";-0,296358;0,08562814;0,1440165;0,07135218;0,05659111;0,121517;0,2653769;0,2392268;0,3731607;0,6805114
"22.02.2023";-0,5129575;-0,09487139;-0,1284319;-0,168807;-0,1568837;-0,08240546;0,04247573;0,0915484;0,3112781;0,5300499
"22.02.2023";-0,5692109;-0,1417493;-0,2229501;-0,2497454;-0,228829;-0,1585023;-0,04422486;0,0409596;0,2840892;0,449522
"22.02.2023";-0,6179634;-0,1823764;-0,2934225;-0,3117165;-0,2839144;-0,212329;-0,1043341;0,004571486;0,2429818;0,3939433
"22.02.2023";-0,6675404;-0,2236905;-0,3490174;-0,3605947;-0,3273617;-0,2359067;-0,09853855;0,02178776;0,2578663;0,400854
"22.02.2023";-0,6269745;-0,1898856;-0,3171726;-0,3308882;-0,3009559;-0,2109544;-0,07657862;0,04282939;0,2709592;0,4055091
"22.02.2023";-0,5864052;-0,1560778;-0,2838245;-0,3045962;-0,2775853;-0,1985278;-0,06864823;0,03464366;0,2625558;0,3839631
"22.02.2023";-0,5251841;-0,1050603;-0,2139188;-0,246185;-0,2256642;-0,1483459;-0,01479161;0,06301007;0,2886447;0,4076663
"22.02.2023";-0,4617781;-0,05222197;-0,1298558;-0,1729445;-0,1605615;-0,08429432;0,05750548;0,1108379;0,3327912;0,459367
"22.02.2023";-0,38967;0,007868159;-0,02229534;-0,07805655;-0,07621665;0,02574525;0,1785317;0,2055458;0,4362651;0,5853301
"22.02.2023";-0,2702506;0,1073843;0,1371568;0,06375981;0,04984234;0,1519396;0,3194606;0,2838904;0,5264127;0,6899573
"22.02.2023";-0,07794195;0,2676415;0,4199865;0,3128;0,2712114;0,3575552;0,5515487;0,4213838;0,672912;0,8645049
"22.02.2023";-0,08385235;0,2627162;0,4468312;0,3344662;0,2904702;0,3642644;0,5595806;0,4319779;0,6832594;0,8826648
"22.02.2023";-0,1796764;0,1828628;0,317822;0,2206233;0,1892766;0,2728852;0,4578306;0,3873968;0,6263012;0,8144985
"22.02.2023";-0,3470565;0,04337937;0,07799319;0,01064693;0,002630884;0,08333459;0,2459198;0,2563285;0,481799;0,6408529
"22.02.2023";-0,4580539;-0,04911841;-0,09825981;-0,1439714;-0,1340861;-0,05642658;0,09044388;0,1539695;0,3618476;0,4994577
"22.02.2023";-0,5292273;-0,1084296;-0,1893386;-0,2243755;-0,20193;-0,1166662;0,02469473;0,1190307;0,3159694;0,4555102
