RIS-RIS-QI01_TT.RIS-RIS-QI01_TT VERDI:Value;Y;IPU-IPU-FB18.IPU-IPU-FB18 VERDI:Value;Y;SAN-SAN3-FB01.SAN-SAN3-FB01 VERDI:Value;Y;SAN4-ANL1-QI02.SAN4-ANL1-QI02 VERDI:Value;Y;SAN4-ANL1-QI01.SAN4-ANL1-QI01 VERDI:Value;Y;SAN-SAN3-ML01.SAN-SAN3-ML01 STILLING:Value;Y;POL_FT04.POL_FT04 VERDI:Value;Y;IPU_LT01.IPU_LT01 VERDI:Value;Y;PHA5-SED5-QI11.Value;Y;PHA5-SED5-QI01.Value;Y
2023-02-20 08:52:00;7,297252586364746;2023-02-20 08:52:00;3298,3256634765626;2023-02-20 08:52:00;479,12294835510255;2023-02-20 08:52:00;112,10042506205241;2023-02-20 08:52:00;7,959515455977122;2023-02-20 08:52:00;34,7999992370605;2023-02-20 08:52:00;2,633168094976743;2023-02-20 08:52:00;2,3061115230878193;2023-02-20 08:52:00;14,32182776516;2023-02-20 08:52:00;12,077980229653335
2023-02-20 08:53:00;7,288734367052714;2023-02-20 08:53:00;3368,7919092000325;2023-02-20 08:53:00;485,11075610046385;2023-02-20 08:53:00;115,5512188756307;2023-02-20 08:53:00;7,954303295389812;2023-02-20 08:53:00;34,7999992370605;2023-02-20 08:53:00;2,6256197461883226;2023-02-20 08:53:00;2,300816050318877;2023-02-20 08:53:00;13,8620586;2023-02-20 08:53:00;12,442646646685
2023-02-20 08:54:00;7,279164386749268;2023-02-20 08:54:00;3380,9009665812173;2023-02-20 08:54:00;498,30492235768634;2023-02-20 08:54:00;119,80183710085551;2023-02-20 08:54:00;7,950846002705892;2023-02-20 08:54:00;34,7999992370605;2023-02-20 08:54:00;2,6667142843683562;2023-02-20 08:54:00;2,2924326560378074;2023-02-20 08:54:00;13,8620586;2023-02-20 08:54:00;12,458416489675
2023-02-20 08:55:00;7,275913539886474;2023-02-20 08:55:00;3377,3470751383466;2023-02-20 08:55:00;518,9691357981364;2023-02-20 08:55:00;120,8771289700826;2023-02-20 08:55:00;7,94758722483317;2023-02-20 08:55:00;34,7999992370605;2023-02-20 08:55:00;2,7949513331572216;2023-02-20 08:55:00;2,285369260048866;2023-02-20 08:55:00;13,864693079679999;2023-02-20 08:55:00;12,345557826521667
2023-02-20 08:56:00;7,268998554229737;2023-02-20 08:56:00;3390,0353256591798;2023-02-20 08:56:00;546,3844407562256;2023-02-20 08:56:00;123,60779835968017;2023-02-20 08:56:00;7,946394572448731;2023-02-20 08:56:00;34,7999992370605;2023-02-20 08:56:00;2,9216270109653473;2023-02-20 08:56:00;2,2723857678810755;2023-02-20 08:56:00;13,8620586;2023-02-20 08:56:00;12,458849035785004
2023-02-20 08:57:00;7,265736103057861;2023-02-20 08:57:00;3391,840353267415;2023-02-20 08:57:00;575,562933610026;2023-02-20 08:57:00;126,65495707944234;2023-02-20 08:57:00;7,942670882670084;2023-02-20 08:57:00;34,7999992370605;2023-02-20 08:57:00;3,0849602815389634;2023-02-20 08:57:00;2,2605566941777866;2023-02-20 08:57:00;13,864118103320001;2023-02-20 08:57:00;12,299448992939997
2023-02-20 08:58:00;7,255554061086973;2023-02-20 08:58:00;3376,991746040853;2023-02-20 08:58:00;594,8054265981038;2023-02-20 08:58:00;127,22236050135295;2023-02-20 08:58:00;7,9382169153849285;2023-02-20 08:58:00;34,7999992370605;2023-02-20 08:58:00;3,2139131504098573;2023-02-20 08:58:00;2,2489799161036808;2023-02-20 08:58:00;13,86263679342;2023-02-20 08:58:00;12,17585143867167
2023-02-20 08:59:00;7,251370429992676;2023-02-20 08:59:00;3393,727757914225;2023-02-20 08:59:00;600,3137998158772;2023-02-20 08:59:00;128,327586622111;2023-02-20 08:59:00;7,933185689798991;2023-02-20 08:59:00;34,7999992370605;2023-02-20 08:59:00;3,25270821946462;2023-02-20 08:59:00;2,239557603840033;2023-02-20 08:59:00;13,8620586;2023-02-20 08:59:00;12,182565002751666
2023-02-20 09:00:00;7,242847442626953;2023-02-20 09:00:00;3390,0664772664386;2023-02-20 09:00:00;596,452524878947;2023-02-20 09:00:00;127,7029212697347;2023-02-20 09:00:00;7,933171145121256;2023-02-20 09:00:00;34,7999992370605;2023-02-20 09:00:00;3,299167302819093;2023-02-20 09:00:00;2,2243049522082012;2023-02-20 09:00:00;13,8620586;2023-02-20 09:00:00;12,438561098221664
2023-02-20 09:01:00;7,242510337821643;2023-02-20 09:01:00;3400,1877602945965;2023-02-20 09:01:00;581,1265287658691;2023-02-20 09:01:00;127,43728256899516;2023-02-20 09:01:00;7,93430291595459;2023-02-20 09:01:00;34,7999992370605;2023-02-20 09:01:00;3,2193598437309263;2023-02-20 09:01:00;2,206046633342902;2023-02-20 09:01:00;13,864691032459998;2023-02-20 09:01:00;12,037763015269999
2023-02-20 09:02:00;7,234924339056015;2023-02-20 09:02:00;3395,7767906860354;2023-02-20 09:02:00;573,5490052612305;2023-02-20 09:02:00;124,73604573987325;2023-02-20 09:02:00;7,937149450174967;2023-02-20 09:02:00;34,7999992370605;2023-02-20 09:02:00;3,17717598435084;2023-02-20 09:02:00;2,1960512502272924;2023-02-20 09:02:00;13,802279374331667;2023-02-20 09:02:00;12,203331960225
2023-02-20 09:03:00;7,227725673675537;2023-02-20 09:03:00;3395,7582252807615;2023-02-20 09:03:00;562,1203533833822;2023-02-20 09:03:00;122,20595057042439;2023-02-20 09:03:00;7,939073358662923;2023-02-20 09:03:00;34,7999992370605;2023-02-20 09:03:00;3,1039524056235948;2023-02-20 09:03:00;2,1780883290489514;2023-02-20 09:03:00;13,7285423;2023-02-20 09:03:00;12,224112467026666
2023-02-20 09:04:00;7,221650524139404;2023-02-20 09:04:00;3406,014287451172;2023-02-20 09:04:00;560,3494906433106;2023-02-20 09:04:00;117,18727820777893;2023-02-20 09:04:00;7,94232420501709;2023-02-20 09:04:00;34,7999992370605;2023-02-20 09:04:00;3,1023874382575354;2023-02-20 09:04:00;2,1538096815268197;2023-02-20 09:04:00;13,7285423;2023-02-20 09:04:00;12,102039408273335
2023-02-20 09:05:00;7,217415904998779;2023-02-20 09:05:00;3371,3570326619465;2023-02-20 09:05:00;559,0254859181722;2023-02-20 09:05:00;115,72661865361532;2023-02-20 09:05:00;7,948630931091309;2023-02-20 09:05:00;34,7999992370605;2023-02-20 09:05:00;3,0504731912175815;2023-02-20 09:05:00;2,129975008869171;2023-02-20 09:05:00;13,7285423;2023-02-20 09:05:00;12,220101379773332
2023-02-20 09:06:00;7,2094780382315315;2023-02-20 09:06:00;3377,629158935547;2023-02-20 09:06:00;562,8287284322103;2023-02-20 09:06:00;112,7775977490743;2023-02-20 09:06:00;7,9528988794962565;2023-02-20 09:06:00;34,7999992370605;2023-02-20 09:06:00;3,0314495458245276;2023-02-20 09:06:00;2,1116490230162936;2023-02-20 09:06:00;13,7285423;2023-02-20 09:06:00;12,177710783071669
2023-02-20 09:07:00;7,199858310612043;2023-02-20 09:07:00;3389,770959065755;2023-02-20 09:07:00;572,1946079620361;2023-02-20 09:07:00;109,37210169766745;2023-02-20 09:07:00;7,961395256066322;2023-02-20 09:07:00;34,7999992370605;2023-02-20 09:07:00;3,1205391654451686;2023-02-20 09:07:00;2,116656551369031;2023-02-20 09:07:00;13,7285423;2023-02-20 09:07:00;11,941184556525
2023-02-20 09:08:00;7,194208930969238;2023-02-20 09:08:00;3378,8216680379232;2023-02-20 09:08:00;587,8889692108154;2023-02-20 09:08:00;107,04842669448853;2023-02-20 09:08:00;7,968348273976644;2023-02-20 09:08:00;34,7999992370605;2023-02-20 09:08:00;3,187212294570605;2023-02-20 09:08:00;2,114873389383157;2023-02-20 09:08:00;13,7285423;2023-02-20 09:08:00;11,88249893714
2023-02-20 09:09:00;7,183775138854981;2023-02-20 09:09:00;3401,5567095581055;2023-02-20 09:09:00;586,9401914550781;2023-02-20 09:09:00;105,73474792175293;2023-02-20 09:09:00;7,973400335947672;2023-02-20 09:09:00;34,7999992370605;2023-02-20 09:09:00;3,235944306723277;2023-02-20 09:09:00;2,1122417229731876;2023-02-20 09:09:00;13,7285423;2023-02-20 09:09:00;12,124637790683332
2023-02-20 09:10:00;7,17515828640461;2023-02-20 09:10:00;3392,718131262207;2023-02-20 09:10:00;722,0748148579916;2023-02-20 09:10:00;107,86413285013835;2023-02-20 09:10:00;7,9812816987832385;2023-02-20 09:10:00;34,7999992370605;2023-02-20 09:10:00;3,7355708932876586;2023-02-20 09:10:00;2,1158756670912107;2023-02-20 09:10:00;13,7285423;2023-02-20 09:10:00;12,206636979656668
2023-02-20 09:11:00;7,163987733038266;2023-02-20 09:11:00;3409,826815608724;2023-02-20 09:11:00;745,1472685740152;2023-02-20 09:11:00;106,41855115420023;2023-02-20 09:11:00;7,985004495239258;2023-02-20 09:11:00;34,7999992370605;2023-02-20 09:11:00;4,038861791487535;2023-02-20 09:11:00;2,1225647926330566;2023-02-20 09:11:00;13,7285423;2023-02-20 09:11:00;12,250486458721667
2023-02-20 09:12:00;7,1531243324279785;2023-02-20 09:12:00;3395,8662118733723;2023-02-20 09:12:00;708,5407720977784;2023-02-20 09:12:00;108,07429745165507;2023-02-20 09:12:00;7,9862739318847655;2023-02-20 09:12:00;34,7999992370605;2023-02-20 09:12:00;3,976008488770326;2023-02-20 09:12:00;2,138310754350821;2023-02-20 09:12:00;14,013663597303333;2023-02-20 09:12:00;12,833181320878332
2023-02-20 09:13:00;7,1438393511136375;2023-02-20 09:13:00;3416,245829825846;2023-02-20 09:13:00;545,5978436096192;2023-02-20 09:13:00;114,2398933013916;2023-02-20 09:13:00;7,985123551432292;2023-02-20 09:13:00;34,7999992370605;2023-02-20 09:13:00;3,091721964319547;2023-02-20 09:13:00;2,161419415104389;2023-02-20 09:13:00;14,3602657;2023-02-20 09:13:00;12,672345343781666
2023-02-20 09:14:00;7,14132874613603;2023-02-20 09:14:00;3377,2256387776692;2023-02-20 09:14:00;542,4230489532471;2023-02-20 09:14:00;119,06210746256511;2023-02-20 09:14:00;7,985099085489908;2023-02-20 09:14:00;34,7999992370605;2023-02-20 09:14:00;3,0090171857277555;2023-02-20 09:14:00;2,1691942120869956;2023-02-20 09:14:00;14,3602657;2023-02-20 09:14:00;12,517421001663335
2023-02-20 09:15:00;7,131368448559443;2023-02-20 09:15:00;3386,7375983072916;2023-02-20 09:15:00;519,1651922017415;2023-02-20 09:15:00;124,14709876365662;2023-02-20 09:15:00;7,984310598754883;2023-02-20 09:15:00;34,7999992370605;2023-02-20 09:15:00;2,899951243642966;2023-02-20 09:15:00;2,180140073132515;2023-02-20 09:15:00;14,3602657;2023-02-20 09:15:00;12,5909594946
2023-02-20 09:16:00;7,127163497924805;2023-02-20 09:16:00;3398,6066383382163;2023-02-20 09:16:00;507,32922536722816;2023-02-20 09:16:00;131,7726499809265;2023-02-20 09:16:00;7,979512798015277;2023-02-20 09:16:00;34,7999992370605;2023-02-20 09:16:00;2,7816080267747245;2023-02-20 09:16:00;2,163377484623591;2023-02-20 09:16:00;14,3602657;2023-02-20 09:16:00;12,186536228086668
2023-02-20 09:17:00;7,121038711547851;2023-02-20 09:17:00;3400,367200061035;2023-02-20 09:17:00;507,3934048314412;2023-02-20 09:17:00;136,380929153951;2023-02-20 09:17:00;7,972808977508545;2023-02-20 09:17:00;34,7999992370605;2023-02-20 09:17:00;2,7505805563608807;2023-02-20 09:17:00;2,1517551835656166;2023-02-20 09:17:00;14,3602657;2023-02-20 09:17:00;11,901937842653334
2023-02-20 09:18:00;7,122894454956055;2023-02-20 09:18:00;3399,4034579671224;2023-02-20 09:18:00;513,0227462387085;2023-02-20 09:18:00;138,43948991394043;2023-02-20 09:18:00;7,96567440516154;2023-02-20 09:18:00;34,7999992370605;2023-02-20 09:18:00;2,7884333242615065;2023-02-20 09:18:00;2,144297547272841;2023-02-20 09:18:00;14,3602657;2023-02-20 09:18:00;11,679615266205
2023-02-20 09:19:00;7,117953475364049;2023-02-20 09:19:00;3396,458042154948;2023-02-20 09:19:00;529,745802021281;2023-02-20 09:19:00;138,44091817448933;2023-02-20 09:19:00;7,956742572609584;2023-02-20 09:19:00;34,7999992370605;2023-02-20 09:19:00;2,876963295209408;2023-02-20 09:19:00;2,1318946750044825;2023-02-20 09:19:00;14,3602657;2023-02-20 09:19:00;12,074075086571666
2023-02-20 09:20:00;7,11795385684967;2023-02-20 09:20:00;3394,9958142578125;2023-02-20 09:20:00;554,6595837117513;2023-02-20 09:20:00;135,15986576538086;2023-02-20 09:20:00;7,952337989807129;2023-02-20 09:20:00;34,7999992370605;2023-02-20 09:20:00;2,9767751969059306;2023-02-20 09:20:00;2,1099264853278794;2023-02-20 09:20:00;14,3602657;2023-02-20 09:20:00;12,022475636433335
2023-02-20 09:21:00;7,107163536055883;2023-02-20 09:21:00;3378,3598475382487;2023-02-20 09:21:00;577,9373649861653;2023-02-20 09:21:00;136,5856878733317;2023-02-20 09:21:00;7,94713812713623;2023-02-20 09:21:00;34,7999992370605;2023-02-20 09:21:00;3,147926825006803;2023-02-20 09:21:00;2,078781963845094;2023-02-20 09:21:00;14,3602657;2023-02-20 09:21:00;12,008937069431669
2023-02-20 09:22:00;7,106889247894287;2023-02-20 09:22:00;3392,900717179362;2023-02-20 09:22:00;602,7793741251628;2023-02-20 09:22:00;133,8897611017863;2023-02-20 09:22:00;7,94440533803304;2023-02-20 09:22:00;34,7999992370605;2023-02-20 09:22:00;3,2701943020939828;2023-02-20 09:22:00;2,0458177447319033;2023-02-20 09:22:00;14,449388905126666;2023-02-20 09:22:00;12,571960724813332
2023-02-20 09:23:00;7,106889247894287;2023-02-20 09:23:00;3394,0233338053386;2023-02-20 09:23:00;725,825660244751;2023-02-20 09:23:00;132,3839458770752;2023-02-20 09:23:00;7,9439342463175455;2023-02-20 09:23:00;34,7999992370605;2023-02-20 09:23:00;3,8486506907224656;2023-02-20 09:23:00;2,0173454075177513;2023-02-20 09:23:00;14,5464258;2023-02-20 09:23:00;12,068118917918332
2023-02-20 09:24:00;7,102606578826904;2023-02-20 09:24:00;3387,064284798177;2023-02-20 09:24:00;730,3598299489339;2023-02-20 09:24:00;125,17056475003561;2023-02-20 09:24:00;7,946382010396322;2023-02-20 09:24:00;34,7999992370605;2023-02-20 09:24:00;3,9794610300620397;2023-02-20 09:24:00;1,9938918777624766;2023-02-20 09:24:00;14,5464258;2023-02-20 09:24:00;12,067121310493334
2023-02-20 09:25:00;7,097383693695068;2023-02-20 09:25:00;3384,061825284831;2023-02-20 09:25:00;689,9394022155761;2023-02-20 09:25:00;121,43798461888632;2023-02-20 09:25:00;7,952647221374511;2023-02-20 09:25:00;34,7999992370605;2023-02-20 09:25:00;3,7890772762378058;2023-02-20 09:25:00;1,973469214230776;2023-02-20 09:25:00;14,5464258;2023-02-20 09:25:00;12,439901109345
2023-02-20 09:26:00;7,088658618927002;2023-02-20 09:26:00;3424,043210986328;2023-02-20 09:26:00;564,4361727945964;2023-02-20 09:26:00;119,03737310244243;2023-02-20 09:26:00;7,960130820353826;2023-02-20 09:26:00;34,7999992370605;2023-02-20 09:26:00;3,1418965298573176;2023-02-20 09:26:00;1,9621705499827862;2023-02-20 09:26:00;14,5464258;2023-02-20 09:26:00;11,91899821014
2023-02-20 09:27:00;7,073750884922346;2023-02-20 09:27:00;3406,5604439290364;2023-02-20 09:27:00;524,3841605107625;2023-02-20 09:27:00;115,94440057729085;2023-02-20 09:27:00;7,968920672861735;2023-02-20 09:27:00;34,7999992370605;2023-02-20 09:27:00;2,932487019689878;2023-02-20 09:27:00;1,9718840108911195;2023-02-20 09:27:00;14,5464258;2023-02-20 09:27:00;12,038722884575
2023-02-20 09:28:00;7,062353477478028;2023-02-20 09:28:00;3383,222468314616;2023-02-20 09:28:00;497,2453820582072;2023-02-20 09:28:00;116,66809447657268;2023-02-20 09:28:00;7,9800408803224565;2023-02-20 09:28:00;34,7999992370605;2023-02-20 09:28:00;2,727532683400313;2023-02-20 09:28:00;1,9902181749224663;2023-02-20 09:28:00;14,5464258;2023-02-20 09:28:00;12,197033150228334
2023-02-20 09:29:00;7,04699722284476;2023-02-20 09:29:00;3394,0788955118815;2023-02-20 09:29:00;485,6945475204468;2023-02-20 09:29:00;121,94482774759928;2023-02-20 09:29:00;7,9895870483398435;2023-02-20 09:29:00;34,7999992370605;2023-02-20 09:29:00;2,677807412528992;2023-02-20 09:29:00;1,9860772221267224;2023-02-20 09:29:00;14,5464258;2023-02-20 09:29:00;11,973634481111665
2023-02-20 09:30:00;7,030157772064209;2023-02-20 09:30:00;3395,6476924235026;2023-02-20 09:30:00;488,8142982894897;2023-02-20 09:30:00;127,59261873512268;2023-02-20 09:30:00;7,996447375488281;2023-02-20 09:30:00;34,7999992370605;2023-02-20 09:30:00;2,6230375964125;2023-02-20 09:30:00;1,9728327370385328;2023-02-20 09:30:00;14,5464258;2023-02-20 09:30:00;11,531168862786668
2023-02-20 09:31:00;7,014467985248566;2023-02-20 09:31:00;3398,3296877888997;2023-02-20 09:31:00;501,1876710189819;2023-02-20 09:31:00;160,99461596298218;2023-02-20 09:31:00;7,997156110636393;2023-02-20 09:31:00;34,7999992370605;2023-02-20 09:31:00;2,7216754261334737;2023-02-20 09:31:00;1,96591655027469;2023-02-20 09:31:00;14,5464258;2023-02-20 09:31:00;11,722738101535
2023-02-20 09:32:00;6,997658263111115;2023-02-20 09:32:00;3408,609761340332;2023-02-20 09:32:00;532,4902309122722;2023-02-20 09:32:00;147,49828877385457;2023-02-20 09:32:00;7,991864955647786;2023-02-20 09:32:00;34,7999992370605;2023-02-20 09:32:00;2,8758136553287508;2023-02-20 09:32:00;1,9594438080867131;2023-02-20 09:32:00;14,5464258;2023-02-20 09:32:00;11,787545958018333
2023-02-20 09:33:00;6,98655841199557;2023-02-20 09:33:00;3360,5367570638023;2023-02-20 09:33:00;569,2091437062581;2023-02-20 09:33:00;144,84084324645997;2023-02-20 09:33:00;7,989185927327474;2023-02-20 09:33:00;34,7999992370605;2023-02-20 09:33:00;3,057951648024718;2023-02-20 09:33:00;1,957704784989357;2023-02-20 09:33:00;14,5464258;2023-02-20 09:33:00;11,69317463975
2023-02-20 09:34:00;6,973189281463623;2023-02-20 09:34:00;3416,0284799438477;2023-02-20 09:34:00;591,4200828592936;2023-02-20 09:34:00;147,6861560391744;2023-02-20 09:34:00;7,985843388875326;2023-02-20 09:34:00;34,7999992370605;2023-02-20 09:34:00;3,1884855126976968;2023-02-20 09:34:00;1,944880119707187;2023-02-20 09:34:00;14,5464258;2023-02-20 09:34:00;11,559382247459999
2023-02-20 09:35:00;6,960402965545654;2023-02-20 09:35:00;3392,5313970581055;2023-02-20 09:35:00;713,9207575093587;2023-02-20 09:35:00;149,15416943384807;2023-02-20 09:35:00;7,981056190999349;2023-02-20 09:35:00;34,7999992370605;2023-02-20 09:35:00;3,7283186571598055;2023-02-20 09:35:00;1,95048471900026;2023-02-20 09:35:00;14,5464258;2023-02-20 09:35:00;11,358952871915
2023-02-20 09:36:00;6,94931679631869;2023-02-20 09:36:00;3423,645065645345;2023-02-20 09:36:00;753,5914826080323;2023-02-20 09:36:00;152,9146746172587;2023-02-20 09:36:00;7,977008961502711;2023-02-20 09:36:00;34,7999992370605;2023-02-20 09:36:00;4,040203082362811;2023-02-20 09:36:00;1,9511271829545498;2023-02-20 09:36:00;14,5464258;2023-02-20 09:36:00;11,561190215971667
2023-02-20 09:37:00;6,9445935897827145;2023-02-20 09:37:00;3380,4468755615235;2023-02-20 09:37:00;710,1835092274983;2023-02-20 09:37:00;154,58859256896972;2023-02-20 09:37:00;7,975562921802203;2023-02-20 09:37:00;34,7999992370605;2023-02-20 09:37:00;3,9728735890547435;2023-02-20 09:37:00;1,937325076719125;2023-02-20 09:37:00;14,5464258;2023-02-20 09:37:00;11,678617971593333
2023-02-20 09:38:00;6,937056541442871;2023-02-20 09:38:00;3394,6315463338215;2023-02-20 09:38:00;545,7327400797526;2023-02-20 09:38:00;148,92790708262126;2023-02-20 09:38:00;7,974483199310303;2023-02-20 09:38:00;34,7999992370605;2023-02-20 09:38:00;3,1653142914851506;2023-02-20 09:38:00;1,9172985367298125;2023-02-20 09:38:00;14,5464258;2023-02-20 09:38:00;11,466487616783335
2023-02-20 09:39:00;6,930756072998047;2023-02-20 09:39:00;3404,375712886556;2023-02-20 09:39:00;520,150827722168;2023-02-20 09:39:00;148,79130448404948;2023-02-20 09:39:00;7,974000825246175;2023-02-20 09:39:00;34,7999992370605;2023-02-20 09:39:00;2,898569984606902;2023-02-20 09:39:00;1,8863246243854364;2023-02-20 09:39:00;14,5464258;2023-02-20 09:39:00;11,496787901903334
2023-02-20 09:40:00;6,924643628764152;2023-02-20 09:40:00;3359,235938350423;2023-02-20 09:40:00;482,23389324645996;2023-02-20 09:40:00;148,7956572130839;2023-02-20 09:40:00;7,971574613698324;2023-02-20 09:40:00;34,7999992370605;2023-02-20 09:40:00;2,6833154711167015;2023-02-20 09:40:00;1,8621598460455735;2023-02-20 09:40:00;14,5464258;2023-02-20 09:40:00;13,01638795035
2023-02-20 09:41:00;6,920588627354304;2023-02-20 09:41:00;3275,7971343343097;2023-02-20 09:41:00;467,8625768356323;2023-02-20 09:41:00;143,9557897608439;2023-02-20 09:41:00;7,970285630544026;2023-02-20 09:41:00;34,7999992370605;2023-02-20 09:41:00;2,6215194973786673;2023-02-20 09:41:00;1,8203210060616335;2023-02-20 09:41:00;14,5464258;2023-02-20 09:41:00;17,528375913268334
2023-02-20 09:42:00;6,916452750992775;2023-02-20 09:42:00;3179,3784806355793;2023-02-20 09:42:00;479,94147987162273;2023-02-20 09:42:00;142,44829512761433;2023-02-20 09:42:00;7,973837717898687;2023-02-20 09:42:00;34,7999992370605;2023-02-20 09:42:00;2,608671971766154;2023-02-20 09:42:00;1,7973678498744965;2023-02-20 09:42:00;14,565717935683336;2023-02-20 09:42:00;19,98429755149333
2023-02-20 09:43:00;6,9143843116760255;2023-02-20 09:43:00;3096,961910990397;2023-02-20 09:43:00;515,6547938430787;2023-02-20 09:43:00;135,1205931040446;2023-02-20 09:43:00;7,9758320047616955;2023-02-20 09:43:00;34,7999992370605;2023-02-20 09:43:00;2,7231811333497364;2023-02-20 09:43:00;1,7667165268818537;2023-02-20 09:43:00;14,58915;2023-02-20 09:43:00;15,702724129691665
2023-02-20 09:44:00;6,914730525970459;2023-02-20 09:44:00;3063,353388269043;2023-02-20 09:44:00;562,2149700500488;2023-02-20 09:44:00;133,9236905924479;2023-02-20 09:44:00;7,98156195526123;2023-02-20 09:44:00;34,7999992370605;2023-02-20 09:44:00;2,991182604432106;2023-02-20 09:44:00;1,7649296701848507;2023-02-20 09:44:00;14,58915;2023-02-20 09:44:00;13,248500155503335
2023-02-20 09:45:00;6,909001583099365;2023-02-20 09:45:00;3064,174240275065;2023-02-20 09:45:00;623,1767694356282;2023-02-20 09:45:00;130,0804645729065;2023-02-20 09:45:00;7,991678086344401;2023-02-20 09:45:00;34,7999992370605;2023-02-20 09:45:00;3,2482604769587518;2023-02-20 09:45:00;1,7690132513086;2023-02-20 09:45:00;14,58915;2023-02-20 09:45:00;11,991994902515
2023-02-20 09:46:00;6,9031837501525875;2023-02-20 09:46:00;3053,1260920694986;2023-02-20 09:46:00;779,5275928833008;2023-02-20 09:46:00;129,15132471720378;2023-02-20 09:46:00;7,999134041341146;2023-02-20 09:46:00;34,7999992370605;2023-02-20 09:46:00;4,039381191857656;2023-02-20 09:46:00;1,7687181807955106;2023-02-20 09:46:00;14,586517919999997;2023-02-20 09:46:00;11,329002860806668
2023-02-20 09:47:00;6,893020847320557;2023-02-20 09:47:00;3043,1132541910806;2023-02-20 09:47:00;787,9824038289388;2023-02-20 09:47:00;132,94486011454265;2023-02-20 09:47:00;8,009089021809896;2023-02-20 09:47:00;34,7999992370605;2023-02-20 09:47:00;4,255757974600792;2023-02-20 09:47:00;1,7787305144011973;2023-02-20 09:47:00;14,58915;2023-02-20 09:47:00;11,310101333373336
2023-02-20 09:48:00;6,886129399474462;2023-02-20 09:48:00;3091,5654558146157;2023-02-20 09:48:00;678,5612648671469;2023-02-20 09:48:00;133,24961049779256;2023-02-20 09:48:00;8,017062080891927;2023-02-20 09:48:00;34,7999992370605;2023-02-20 09:48:00;3,911328902343909;2023-02-20 09:48:00;1,8010888102869194;2023-02-20 09:48:00;14,58915;2023-02-20 09:48:00;11,739083021263333
2023-02-20 09:49:00;6,878535148620606;2023-02-20 09:49:00;3129,495952266439;2023-02-20 09:49:00;544,9473567871094;2023-02-20 09:49:00;134,9101075668335;2023-02-20 09:49:00;8,020319306437175;2023-02-20 09:49:00;34,7999992370605;2023-02-20 09:49:00;3,125000637602806;2023-02-20 09:49:00;1,8203404676616193;2023-02-20 09:49:00;14,58915;2023-02-20 09:49:00;11,333234974431667
2023-02-20 09:50:00;6,8707229537963865;2023-02-20 09:50:00;3185,369521577962;2023-02-20 09:50:00;483,01143271993;2023-02-20 09:50:00;137,61629066085814;2023-02-20 09:50:00;8,02504354248047;2023-02-20 09:50:00;34,7999992370605;2023-02-20 09:50:00;2,7691660531520843;2023-02-20 09:50:00;1,8453583732008934;2023-02-20 09:50:00;14,58915;2023-02-20 09:50:00;11,255944991788336
2023-02-20 09:51:00;6,863942857424418;2023-02-20 09:51:00;3224,6733061523437;2023-02-20 09:51:00;431,70311653849285;2023-02-20 09:51:00;147,58986004562377;2023-02-20 09:51:00;8,026921590169271;2023-02-20 09:51:00;34,7999992370605;2023-02-20 09:51:00;2,3955332695682845;2023-02-20 09:51:00;1,8454738293131192;2023-02-20 09:51:00;14,58915;2023-02-20 09:51:00;11,834104465940001
2023-02-20 09:52:00;6,855442127227783;2023-02-20 09:52:00;3313,112197180176;2023-02-20 09:52:00;402,93407954101565;2023-02-20 09:52:00;149,58816909128825;2023-02-20 09:52:00;8,025950512695312;2023-02-20 09:52:00;34,7999992370605;2023-02-20 09:52:00;2,2534417466719945;2023-02-20 09:52:00;1,8526197245637577;2023-02-20 09:52:00;14,601547501259999;2023-02-20 09:52:00;11,463224221635002
2023-02-20 09:53:00;6,8477911949157715;2023-02-20 09:53:00;3319,5300513264974;2023-02-20 09:53:00;402,5698435857137;2023-02-20 09:53:00;150,9700336769104;2023-02-20 09:53:00;8,020539293416341;2023-02-20 09:53:00;34,7999992370605;2023-02-20 09:53:00;2,189328157265981;2023-02-20 09:53:00;1,8728263725260894;2023-02-20 09:53:00;14,603562249720001;2023-02-20 09:53:00;10,982049500545
2023-02-20 09:54:00;6,848142147064209;2023-02-20 09:54:00;3409,3165806315105;2023-02-20 09:54:00;421,64686958465575;2023-02-20 09:54:00;151,82795142440796;2023-02-20 09:54:00;8,014520225016277;2023-02-20 09:54:00;34,7999992370605;2023-02-20 09:54:00;2,244474691148599;2023-02-20 09:54:00;1,8622893644273282;2023-02-20 09:54:00;14,6097507;2023-02-20 09:54:00;10,729450054293334
2023-02-20 09:55:00;6,840857601165771;2023-02-20 09:55:00;3378,609859692383;2023-02-20 09:55:00;461,90497693481444;2023-02-20 09:55:00;154,6582194732666;2023-02-20 09:55:00;8,00649727783203;2023-02-20 09:55:00;34,7999992370605;2023-02-20 09:55:00;2,4455291580319405;2023-02-20 09:55:00;1,8711916585703692;2023-02-20 09:55:00;14,6097507;2023-02-20 09:55:00;10,841181559466667
2023-02-20 09:56:00;6,841305828094482;2023-02-20 09:56:00;3404,3187799560546;2023-02-20 09:56:00;517,1933296305339;2023-02-20 09:56:00;162,26364924850463;2023-02-20 09:56:00;7,998458213297526;2023-02-20 09:56:00;34,7999992370605;2023-02-20 09:56:00;2,793839262294769;2023-02-20 09:56:00;1,8727212393601735;2023-02-20 09:56:00;14,6097507;2023-02-20 09:56:00;11,077934901545001
