Input Voltage, Output Temp
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.03, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.03, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.00, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.03, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.03, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.03, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.04, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.03, 23.00
0.03, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.00
0.02, 23.00
0.01, 23.00
0.02, 23.00
0.02, 23.00
0.01, 23.00
0.01, 23.01
0.02, 23.01
0.01, 23.01
0.01, 23.01
0.02, 23.01
0.02, 23.02
0.02, 23.02
0.01, 23.02
0.02, 23.02
0.01, 23.02
0.02, 23.02
0.02, 23.03
0.02, 23.03
0.01, 23.03
0.02, 23.03
0.02, 23.03
0.01, 23.03
0.02, 23.03
0.02, 23.03
0.02, 23.04
0.02, 23.04
0.01, 23.04
0.01, 23.04
0.02, 23.04
0.02, 23.04
0.02, 23.04
0.01, 23.04
0.02, 23.04
0.01, 23.04
0.01, 23.04
0.02, 23.04
0.02, 23.04
0.01, 23.04
0.02, 23.04
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.03, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.03, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.01, 23.05
0.02, 23.05
0.01, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.05
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.03, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.01, 23.06
0.02, 23.06
0.01, 23.06
0.01, 23.06
0.02, 23.06
0.02, 23.06
0.02, 23.06
0.03, 23.06
0.03, 23.06
0.02, 23.06
0.02, 23.06
0.03, 23.06
0.05, 23.07
0.05, 23.07
0.05, 23.08
0.05, 23.08
0.05, 23.09
0.05, 23.09
0.05, 23.10
0.05, 23.10
0.05, 23.10
0.05, 23.11
0.05, 23.11
0.05, 23.11
0.07, 23.12
0.07, 23.12
0.07, 23.13
0.07, 23.14
0.07, 23.14
0.07, 23.15
0.07, 23.15
0.07, 23.15
0.07, 23.16
0.07, 23.16
0.07, 23.17
0.08, 23.17
0.09, 23.18
0.09, 23.18
0.09, 23.19
0.09, 23.20
0.09, 23.20
0.09, 23.21
0.09, 23.21
0.09, 23.22
0.09, 23.22
0.10, 23.23
0.10, 23.23
0.10, 23.24
0.12, 23.25
0.12, 23.25
0.12, 23.26
0.13, 23.27
0.12, 23.28
0.12, 23.28
0.13, 23.29
0.13, 23.30
0.13, 23.30
0.12, 23.31
0.13, 23.32
0.13, 23.32
0.14, 23.33
0.14, 23.33
0.13, 23.34
0.13, 23.35
0.14, 23.35
0.14, 23.36
0.14, 23.36
0.14, 23.37
0.14, 23.37
0.16, 23.38
0.14, 23.39
0.15, 23.39
0.17, 23.40
0.17, 23.41
0.17, 23.42
0.17, 23.43
0.17, 23.44
0.17, 23.44
0.17, 23.45
0.17, 23.46
0.17, 23.46
0.17, 23.47
0.17, 23.48
0.17, 23.48
0.19, 23.49
0.19, 23.50
0.19, 23.51
0.19, 23.51
0.20, 23.52
0.19, 23.53
0.19, 23.53
0.19, 23.54
0.19, 23.55
0.19, 23.55
0.19, 23.56
0.20, 23.56
0.22, 23.57
0.22, 23.58
0.22, 23.59
0.22, 23.60
0.22, 23.61
0.22, 23.61
0.22, 23.62
0.22, 23.63
0.22, 23.63
0.22, 23.64
0.22, 23.65
0.22, 23.65
0.25, 23.66
0.25, 23.67
0.25, 23.68
0.25, 23.69
0.25, 23.70
0.25, 23.71
0.25, 23.71
0.25, 23.72
0.25, 23.73
0.25, 23.73
0.25, 23.74
0.25, 23.75
0.27, 23.76
0.27, 23.76
0.27, 23.77
0.28, 23.78
0.28, 23.79
0.28, 23.80
0.26, 23.80
0.28, 23.81
0.28, 23.82
0.28, 23.83
0.28, 23.84
0.28, 23.84
0.31, 23.85
0.31, 23.86
0.30, 23.87
0.31, 23.88
0.31, 23.89
0.31, 23.90
0.31, 23.91
0.31, 23.91
0.31, 23.92
0.31, 23.93
0.31, 23.94
0.31, 23.94
0.34, 23.95
0.33, 23.96
0.34, 23.97
0.33, 23.98
0.34, 23.99
0.33, 24.00
0.34, 24.01
0.33, 24.01
0.34, 24.02
0.34, 24.03
0.34, 24.04
0.34, 24.04
0.36, 24.05
0.37, 24.06
0.37, 24.07
0.37, 24.08
0.37, 24.09
0.37, 24.10
0.37, 24.11
0.37, 24.12
0.37, 24.13
0.37, 24.13
0.37, 24.14
0.37, 24.15
0.41, 24.16
0.41, 24.17
0.41, 24.18
0.41, 24.20
0.41, 24.21
0.41, 24.22
0.41, 24.23
0.41, 24.24
0.41, 24.24
0.41, 24.25
0.41, 24.26
0.41, 24.27
0.43, 24.28
0.43, 24.29
0.43, 24.30
0.44, 24.31
0.42, 24.32
0.44, 24.33
0.44, 24.34
0.44, 24.35
0.44, 24.36
0.44, 24.36
0.44, 24.37
0.44, 24.38
0.47, 24.39
0.47, 24.40
0.47, 24.41
0.47, 24.42
0.47, 24.43
0.47, 24.44
0.47, 24.45
0.47, 24.46
0.47, 24.47
0.47, 24.48
0.47, 24.49
0.47, 24.49
0.50, 24.50
0.49, 24.51
0.50, 24.52
0.50, 24.53
0.50, 24.54
0.50, 24.55
0.50, 24.56
0.50, 24.57
0.50, 24.58
0.50, 24.58
0.50, 24.59
0.50, 24.60
0.53, 24.61
0.53, 24.62
0.53, 24.6364
0.53, 24.65
0.53, 24.66
0.53,
0.53, 24. 24.67
0.53, 24.68
0.53, 24.68
0.53, 24.69
0.53, 24.70
0.54, 24.71
0.56, 24.72
0.56, 24.73
0.55, 24.74
0.55, 24.75
