Input Voltage, Output Temp
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.14, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.11, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.10, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.10, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.13, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.13, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.00
2.12, 23.34
2.12, 23.66
2.12, 23.97
2.13, 24.26
2.13, 24.54
2.12, 24.81
2.13, 25.07
2.13, 25.31
2.13, 25.55
2.12, 25.77
2.12, 25.98
2.13, 26.18
2.12, 26.38
2.12, 26.56
2.11, 26.73
2.13, 26.90
2.12, 27.06
2.12, 27.22
2.13, 27.36
2.12, 27.50
2.12, 27.64
2.12, 27.76
2.13, 27.89
2.13, 28.00
2.12, 28.11
2.13, 28.22
2.12, 28.32
2.13, 28.42
2.12, 28.51
2.13, 28.59
2.13, 28.68
2.12, 28.76
2.12, 28.83
2.12, 28.91
2.12, 28.98
2.13, 29.04
2.13, 29.11
2.12, 29.17
2.12, 29.22
2.13, 29.28
2.13, 29.33
2.12, 29.38
2.12, 29.43
2.12, 29.48
2.13, 29.52
2.12, 29.56
2.12, 29.60
2.13, 29.64
2.12, 29.68
2.12, 29.71
2.12, 29.74
2.13, 29.77
2.12, 29.80
2.12, 29.83
2.12, 29.86
2.12, 29.89
2.12, 29.91
2.12, 29.93
2.12, 29.96
2.13, 29.98
2.12, 30.00
2.12, 30.02
2.12, 30.04
2.13, 30.06
2.13, 30.07
2.13, 30.09
2.13, 30.11
2.12, 30.12
2.12, 30.14
2.12, 30.15
2.12, 30.16
2.12, 30.17
2.13, 30.19
2.12, 30.20
2.12, 30.21
2.12, 30.22
2.13, 30.23
2.15, 30.24
2.13, 30.25
2.12, 30.26
2.13, 30.27
2.13, 30.28
2.12, 30.28
2.12, 30.29
2.13, 30.30
2.12, 30.30
2.12, 30.31
2.11, 30.31
2.13, 30.32
2.12, 30.32
2.13, 30.33
2.13, 30.34
2.12, 30.34
2.13, 30.34
2.13, 30.35
2.13, 30.35
2.13, 30.36
2.12, 30.36
2.12, 30.36
2.13, 30.37
2.13, 30.37
2.13, 30.37
2.13, 30.38
2.13, 30.38
2.13, 30.38
2.12, 30.39
2.12, 30.39
2.13, 30.39
2.13, 30.39
2.12, 30.40
2.13, 30.40
2.13, 30.40
2.13, 30.40
2.12, 30.40
2.13, 30.41
2.13, 30.41
2.12, 30.41
2.13, 30.41
2.12, 30.41
2.12, 30.41
2.13, 30.41
2.12, 30.41
2.13, 30.41
2.13, 30.42
2.12, 30.42
2.13, 30.42
2.12, 30.42
2.12, 30.42
2.12, 30.42
2.12, 30.42
2.13, 30.42
2.12, 30.42
2.12, 30.42
2.12, 30.42
2.12, 30.42
2.13, 30.42
2.12, 30.42
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.43
2.13, 30.43
2.13, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.43
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.43
2.13, 30.44
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.43
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.12, 30.44
2.10, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.12, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.43
2.12, 30.43
2.13, 30.43
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.13, 30.44
2.13, 30.44
2.12, 30.44
2.13, 30.44
2.12
